Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
t1,56.878339802038234,55.836901599135345,11.708324346427299,56.80255708370348,57.38023775279906,58.423731401871976,56.45686160338631,11.935639111969301,2.700000058882038,2.7414951535664613,55.916013157652834,57.19339181472784,54.93658292273677,55.618166757807764,57.987360173865135,2.700000013248296,56.2954596552392,56.46075527078008,55.23196182023366,11.82937773520323,57.661293873750985,56.64737231476256,58.04732438115234,56.601104228921415,55.78098206950281,57.887657287586805,56.610644669011904,58.13957271635963,56.86846124597397,57.99779693472463,55.47571902213229,55.75268325597247,54.11175961873014,54.68998593169905,54.80110768378956,52.97821395175761,53.768293831843415,54.954046910341944,55.273512191705805,56.478645509638675,54.17869656371194,53.68271189343969,53.52653799647846,55.38524795017351,54.15011615431072,54.90443328002811,54.33263444000412,55.65611765413301,53.73981003286489,51.31742543425867,51.907763375890994,27.142632703663683,51.45377606344144,34.29593859404258,34.68357564744366,52.807424397735154,40.9036810419706,35.18482997366053,51.89328273410441,52.83720973678722,52.43437780949976,41.23219858444064,34.26247227942721,53.39741195172361,55.69988685400103,56.576797837397564,56.3791906346217,55.25168857597847,56.975302766139365,55.516177469313035,55.211386133976134,54.49854362759954,53.539700495118815,52.4447822722345,56.28303392819873,57.187221512471446
t2,56.546455551692894,55.511094063614586,32.17642188382034,56.471115041240125,57.045424939706045,58.08282975512742,56.12743667633282,32.80112024637764,2.700000069008605,5.731889797050197,55.58974405206838,56.85966923980573,54.61602860401734,56.027416376868885,57.64900476324703,5.645132024037294,56.70969292630092,56.131307610964704,54.909683970073885,32.50909662677746,57.32484119211044,56.31683583833961,57.781874468897875,56.60110421392296,55.4555009287205,57.62293738625321,56.2803224347378,58.13957250502653,56.60840226163958,57.65938080197804,54.111728516126234,55.42788208194579,54.11175215540655,54.37087070755353,54.48134407343257,52.66908689100622,53.76828647606801,54.954039364915495,54.95099211592888,56.14909348909418,53.86256472846105,53.3694740971946,53.526530654913735,55.0620758516524,53.93048269072634,54.58406678539639,54.332626982164236,55.33136506690207,53.521840745406934,51.31741810918235,51.90775588008064,27.14263268542591,51.4537800278814,34.77124813892017,35.16425747344228,52.80742845922701,40.90103639472807,35.672458712033745,51.893286729463206,52.8372020727632,52.434381846479106,41.22953268936282,34.26247236029236,53.39741191135995,55.6998866591954,56.40986647211116,56.379190595189755,55.251688542843844,56.9753022862539,55.35237548642611,55.21138594041486,54.49854360347448,53.53970059332253,52.444782266383996,56.28303372772032,57.01848826784792
t3,56.33881310249308,56.267704729284105,50.57703285804012,56.26374921947909,56.83595023400707,58.874493507103686,56.892448654239104,51.558975183104856,50.2263417203707,55.62019789960574,55.385614724405876,57.63466147625549,54.41547476089587,56.79106527039777,58.4347555065219,50.1693661134802,57.48264118611126,55.92518963051226,54.70805180437891,51.099953060024625,57.11434022092403,56.11003642644278,57.49670949849898,56.601104218752184,55.251864415256144,57.33855692527112,56.07365701193863,58.061882834216306,56.32902860966697,57.447651414696935,54.111734047631906,55.224347005677686,54.11175832664834,54.17121693354772,54.28128473895518,52.47568218796441,53.76829264655421,54.95404566046752,54.74920825456919,55.942910134646596,53.66477762762632,53.17349752173772,53.526536782312675,54.85988415730865,53.930482689395134,54.38363024381489,54.332633207523834,55.12818429086066,53.521840738505894,51.317424291754065,51.90776223418122,27.14262900479855,51.45378073774363,39.05987648976757,39.501358937845275,52.807429165740814,40.90469337531995,40.072240870284226,51.893287442249786,52.837208565698546,52.434382551064864,41.23321902121699,34.26247230887737,53.39741188799714,55.69988656398931,56.40985352960409,56.37919057683046,55.25168852868101,56.975302158958485,55.35236278996908,55.21138584595333,54.49854359351072,53.53970064524725,52.44478226447884,56.28303363004463,57.01847495017195
t4,56.727474158800895,56.90183547163095,53.81523709771837,56.65189239901808,57.228040854709576,59.53800464864001,57.5336222961886,54.860048674229375,53.869570875574,56.760367919080494,55.76770003995911,58.284199787937084,54.79086766528054,57.43109641584147,59.0933108265543,53.505074448480585,58.13046632849284,56.310997267116896,55.085463090635635,54.37163737178132,57.427418787968406,56.41760987781541,57.811883809819776,56.60110421190026,55.55473373505082,57.65286433257255,56.38103102509913,56.49022975758622,56.63780215525727,57.76255715072962,54.485072891895356,55.52706552925666,54.48509737153129,54.46816251407048,54.578833732482344,52.76333349408454,54.13926202688341,55.33319607630227,55.04932225357924,56.32883970230103,53.95894717153958,53.464973989578375,53.895838248262955,55.23834265765232,53.930482722373924,54.681740244697814,54.70749624635221,55.43037559758055,53.5218407931349,51.572924835659585,52.16620215589544,23.83134254291779,51.64928676419052,39.06037518335144,39.50186326051872,53.008078567296074,40.90521519634371,40.07275247237153,52.090463435497156,53.20175414698567,52.63361450922201,41.23374500554068,34.26247224127992,53.39741187266429,55.69988652065176,56.409853379429926,56.37919063118767,55.25168858328581,56.97530211575608,55.35236264328501,55.21138580297534,54.49854365065335,53.539700719225976,52.444782258438494,56.28303358680824,57.018474692268306
t5,57.59390212238683,57.77339008416092,55.963383759383476,57.51716595023311,58.10211422696206,60.44993450660743,58.414851571984656,57.08210852544765,56.01988670793721,57.629753492729215,57.00970097742565,59.17692547924322,56.663574832433824,58.310755341734314,59.9984294224097,56.292675020257754,59.020837336420364,57.56509793984739,56.96823928084064,56.54199395204938,57.660756997166516,56.64684475301124,58.046783744884934,56.60110420457,55.780462955497306,57.88711815818755,56.610117641882155,56.71975992725269,56.86793158944235,57.99725661710051,54.861671211427655,55.75268265345403,54.86169592949443,54.68947679316684,54.800597717810774,52.977720734648685,54.51347005436026,55.715656520910095,55.2729980925276,57.02367955745876,54.17819243013727,53.682212126284696,54.26836374124154,56.46855427361082,54.14961226899316,54.903922340232135,55.085631881414315,55.65559952699955,53.73930996735936,51.86228277335131,52.458892179811826,27.14263266421394,51.939076544282116,39.06086356176415,39.50235715029961,53.30549216158873,40.90572653612008,40.07325348788114,52.38272853673261,53.56948215540315,52.92892708117153,41.23425945511026,34.2624721420288,53.397411860352996,55.69988663818679,56.40988038885332,56.37921525543081,55.251712713445016,56.97530241134121,55.35238914623459,55.211385919680644,54.498567468753734,53.539724146841365,52.444782251953384,56.28303371030636,57.0185021967816
t6,57.73523061381804,57.77551514027006,56.05861598189077,57.65830613669781,58.24468980504326,60.452156936772305,58.416999363961516,57.25497018359384,56.22125379018863,57.629753773542824,57.1495988990823,59.179101253444706,56.86725588769972,58.3128992869853,60.00063534033144,56.46314707779752,59.023007393305775,57.70635880564441,57.17301547387361,56.7452377380687,57.66129368658361,56.513434369160485,57.91007661874459,56.601104195595475,55.84150705027454,57.75078703965357,56.67206973021786,56.72028785568681,56.73400079942493,57.86066596588195,54.95502888284113,55.813696265081106,54.95505342126419,54.749327008517184,54.86056950046221,53.03569767723931,54.60623495564333,55.81046717323296,55.333486750393135,57.16361172061927,54.23748305878971,53.740960034294474,54.36071154845242,56.6071242413251,54.20887162047907,54.96400718739002,55.17937042547681,55.7165070283274,53.798120298213526,51.95053667235916,52.54816083787161,27.1426327509672,52.02746055909997,39.06135181890511,39.50285092148305,53.39620144902558,40.90623784049487,40.07375438877998,52.471867512412494,53.66064068158144,53.018995524316004,41.23425968040048,34.26247204152949,53.39741210877909,55.69988678953885,56.57679783643009,56.37921684416236,55.251714259879606,56.975303531087995,55.51617746872852,55.211386069095575,54.49856900534937,53.53972569296541,52.44478225945451,56.28303387070906,57.18722127773838
t7,57.87362375143322,57.89533241011957,56.226313009454664,57.79651424252472,58.384304119930164,60.577524692330556,58.53814732884014,57.65986146732231,56.61883495570323,57.751391999531734,57.28658831022653,59.301829633190344,57.26940516205111,58.43383138242142,60.12506670511485,56.68319733933491,59.145412131996,57.992156208392586,57.57732699259371,57.14652437083915,57.661293833715376,55.47939523933883,58.04302867149149,56.60110419219038,55.917343889656,57.88337333394933,56.778488882020454,56.72028805190073,56.864252772789044,56.80197643636027,55.11943150869395,55.889495280770404,55.119449085145696,54.85213566328323,54.935073806661514,53.194351667006956,54.76958719742263,55.977421833660756,55.4086336115854,57.163611825929976,54.31114150995017,53.90172377825325,54.52332932931454,56.742813017697294,54.28249117524558,55.03865233159415,55.34443718488543,55.821131823871866,53.871182033524384,52.024744397069256,52.70535647067036,27.142632581968176,52.100395279963756,39.06183968332379,39.50334430846314,53.55593394368045,40.906748808375276,40.074254915674636,52.54542522571508,53.821164242308384,53.09332024304582,41.23426083896289,34.26247197131981,53.397412155690034,55.775527274466086,56.65362921645382,56.37922104044533,55.25171835158859,57.05267507206775,55.59156851909018,55.28636317207854,54.4985730612891,53.53972969709843,52.44478227535182,56.35946627230456,57.26488080776993
t8,58.52807795403055,58.689964639014235,57.165609551113754,57.82689461394763,59.044533260285505,61.16229258990237,59.34160270094255,58.62310648935577,57.564688962901414,59.532937141723195,57.93440412473881,59.874282276801374,58.226127357021,60.236428496783866,60.70546691818238,57.63012645283688,59.95720244292166,58.96095238635209,58.539193221118516,58.10119375765629,57.6612939154615,55.541060665354635,58.047323407780205,56.60110417887383,55.91734456957024,57.8876561152766,56.84160097498633,56.7202883108021,56.86846028583812,56.86511182374891,55.475765360874206,55.88949592150612,55.11944964106542,54.91310652885799,54.93507403787989,53.19435225109685,54.769587790354066,55.97742243925735,55.4086342517325,57.163611850951554,54.31114216194148,53.90172436368888,54.523329918111685,56.74281305117247,54.28249182557029,55.03865299514427,55.344437783685905,55.883179769339634,53.8711826791304,52.02474460376715,52.70535704848882,23.83117504537145,52.10177658565283,39.061596760769376,39.50309864742237,53.55593451423178,40.90649459374584,40.07400571488774,52.5468183294278,53.82116482014221,53.09472787138079,41.23503447942557,34.26247189979938,53.306183897844285,55.775527901643216,56.653629512314154,56.379216650428255,55.25171404427116,57.05267528546061,55.59156874390945,55.28636379418859,54.49856877921823,53.5397254949545,52.35518149583888,56.35946690523628,57.26488072561897
t9,58.497328812647794,58.6906984319843,57.16632462107568,57.79651429402997,58.92754282250784,60.57904065137214,59.30057211031705,58.62383946883942,57.565408751180755,59.4917930575695,57.90396686686337,59.75564761437195,58.22685539994268,60.19479819861456,60.12657134693858,57.63084741189169,59.91574619231911,58.92997584643788,58.53992517854199,58.10192022564353,55.51452492350102,53.78789683060048,55.42400426270465,53.74396408214488,54.24063350963135,54.96557392217982,55.04738548428391,56.435526752364225,54.298417243774445,52.535496335863755,54.671188528958744,54.16937402755233,55.11944965634955,53.77369620580943,53.9836559996519,53.19435227189812,54.769587803371,55.52220904821502,54.57709789529156,56.92736997562995,52.682594046504704,53.901724380266,54.52332993014096,56.37318229548195,52.654802855777355,53.388290056001885,55.344437793741065,54.119217118813665,52.25582699967717,52.024744784411176,52.70535707588753,23.50552099997056,52.16298584378543,39.06354716873341,39.50507110045094,53.55593453809904,40.90853717825115,40.07600667415291,52.60855042211124,53.82116483997353,53.15710364205929,41.2370936628989,34.262471529388705,51.29624809547452,54.05891331075212,54.840190648366985,54.48096951025693,53.71425292912903,55.1317730482478,53.81212572562418,53.58480431345504,52.982065104334566,52.04990306907451,45.339584808296074,54.4619044251952,52.8816205229163
t10,58.964705606115594,59.241665635817654,57.885447583972514,58.25829132262932,59.27884276781845,61.14773500925937,59.85726461444496,59.174179090268524,58.105812106800215,59.86492710135523,58.36660291898007,60.11188443091838,58.7734681670465,60.57234151079145,60.691018098918704,58.35581380542275,60.478213725412495,59.40080936511593,59.089476916423706,58.647360185150454,48.80004927310566,48.157868958863155,48.384471504771525,47.17899642197025,48.905857054999636,48.25138348284323,49.4935029128566,49.60965617023369,47.401847910877386,49.19698122926882,52.0867318298067,51.63393273948943,54.5602244863926,51.23166627012633,50.42464862362859,51.50800317703345,53.03330095487914,52.98394003417328,52.08203582312402,55.858288562155614,49.02987153138684,52.19295021951228,53.97015289954972,55.31450838754457,49.00400708174873,49.68663851018143,53.589927247495694,50.34233832809583,48.63269404622146,52.02474479002939,52.6232203099277,23.825673991143848,52.101776256276864,39.06354834092664,39.505072289834224,53.472472224031655,40.90853857879611,40.07600788491447,52.546817996102746,53.56547791947261,53.094727524252406,41.237095141125614,34.26246994197888,46.01058717455312,49.31828423120134,49.559280268257034,49.04113169765785,48.179436295892295,48.462222626237995,48.63021409290566,49.754643803111755,47.52269446408165,46.686584138587804,43.389263716102604,48.80729872894829,47.78931332181628
