Resource,CCGT-H2_1.0,OCGT-H2_1.0,CCGT-H2_2.0,OCGT-H2_2.0,CCGT-H2_3.0,OCGT-H2_3.0,CCGT-H2_4.0,OCGT-H2_4.0,CCGT-H2_5.0,OCGT-H2_5.0,CCGT-H2_6.0,OCGT-H2_6.0,CCGT-H2_7.0,OCGT-H2_7.0,CCGT-H2_8.0,OCGT-H2_8.0,CCGT-H2_9.0,OCGT-H2_9.0,CCGT-H2_10.0,OCGT-H2_10.0,CCGT-H2_11.0,OCGT-H2_11.0,CCGT-H2_12.0,OCGT-H2_12.0,CCGT-H2_13.0,OCGT-H2_13.0,CCGT-H2_14.0,OCGT-H2_14.0,CCGT-H2_15.0,OCGT-H2_15.0,CCGT-H2_16.0,OCGT-H2_16.0,CCGT-H2_17.0,OCGT-H2_17.0,CCGT-H2_18.0,OCGT-H2_18.0,CCGT-H2_19.0,OCGT-H2_19.0,CCGT-H2_20.0,OCGT-H2_20.0,CCGT-H2_21.0,OCGT-H2_21.0,CCGT-H2_22.0,OCGT-H2_22.0,CCGT-H2_23.0,OCGT-H2_23.0,CCGT-H2_24.0,OCGT-H2_24.0,CCGT-H2_25.0,OCGT-H2_25.0,CCGT-H2_26.0,OCGT-H2_26.0,CCGT-H2_27.0,OCGT-H2_27.0,CCGT-H2_28.0,OCGT-H2_28.0,CCGT-H2_29.0,OCGT-H2_29.0,CCGT-H2_30.0,OCGT-H2_30.0,CCGT-H2_31.0,OCGT-H2_31.0,CCGT-H2_32.0,OCGT-H2_32.0,CCGT-H2_33.0,OCGT-H2_33.0,CCGT-H2_34.0,OCGT-H2_34.0,CCGT-H2_35.0,OCGT-H2_35.0,CCGT-H2_36.0,OCGT-H2_36.0,CCGT-H2_37.0,OCGT-H2_37.0,CCGT-H2_38.0,OCGT-H2_38.0,CCGT-H2_39.0,OCGT-H2_39.0,CCGT-H2_40.0,OCGT-H2_40.0,CCGT-H2_41.0,OCGT-H2_41.0,CCGT-H2_42.0,OCGT-H2_42.0,CCGT-H2_43.0,OCGT-H2_43.0,CCGT-H2_44.0,OCGT-H2_44.0,CCGT-H2_45.0,OCGT-H2_45.0,CCGT-H2_46.0,OCGT-H2_46.0,CCGT-H2_47.0,OCGT-H2_47.0,CCGT-H2_48.0,OCGT-H2_48.0,CCGT-H2_49.0,OCGT-H2_49.0,CCGT-H2_50.0,OCGT-H2_50.0,CCGT-H2_51.0,OCGT-H2_51.0,CCGT-H2_52.0,OCGT-H2_52.0,CCGT-H2_53.0,OCGT-H2_53.0,CCGT-H2_54.0,OCGT-H2_54.0,CCGT-H2_55.0,OCGT-H2_55.0,CCGT-H2_56.0,OCGT-H2_56.0,CCGT-H2_57.0,OCGT-H2_57.0,CCGT-H2_58.0,OCGT-H2_58.0,CCGT-H2_59.0,OCGT-H2_59.0,CCGT-H2_60.0,OCGT-H2_60.0,CCGT-H2_61.0,OCGT-H2_61.0,CCGT-H2_62.0,OCGT-H2_62.0,CCGT-H2_63.0,OCGT-H2_63.0,CCGT-H2_64.0,OCGT-H2_64.0,CCGT-H2_65.0,OCGT-H2_65.0,CCGT-H2_66.0,OCGT-H2_66.0,CCGT-H2_67.0,OCGT-H2_67.0,CCGT-H2_68.0,OCGT-H2_68.0,CCGT-H2_69.0,OCGT-H2_69.0,CCGT-H2_70.0,OCGT-H2_70.0,CCGT-H2_71.0,OCGT-H2_71.0,CCGT-H2_72.0,OCGT-H2_72.0,CCGT-H2_73.0,OCGT-H2_73.0,CCGT-H2_74.0,OCGT-H2_74.0,CCGT-H2_75.0,OCGT-H2_75.0,CCGT-H2_76.0,OCGT-H2_76.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,28.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,32.0,32.0,33.0,33.0,34.0,34.0,35.0,35.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,47.0,47.0,48.0,48.0,49.0,49.0,50.0,50.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0
AnnualSum,0.010275729,0.001501334,0.009481837,0.0022184195,1763.341,0.005282167,0.0122149475,0.0017335153,0.007888746,0.0012765245,0.007610061,0.0012174507,0.015458597,0.0022938831,0.0319342,0.0035575451,6003.0317,0.005003027,0.036299575,0.00359645,0.018760141,0.0027376348,0.008911637,0.0013294043,0.03888143,0.003912584,0.018029181,0.0022747999,0.006208247,0.0010607975,12385.615,0.0051010703,0.009265973,0.0013093178,0.014326387,0.0025132105,0.055372167,0.0038902995,0.021760585,0.003669915,0.0030638624,0.0024583926,0.0014847639,0.0012120331,0.0014644865,0.0012551843,0.0014214892,0.001215396,0.0014974,0.0011881216,0.001373157,0.0011635156,0.0024283645,0.0012227291,0.0022893746,0.0021051555,0.001358048,0.0012039503,0.0019719922,0.0017645442,0.0050331815,0.0014557774,0.004321764,0.0011849689,0.2794105,0.0050726295,0.004287508,0.0015243185,0.002957058,0.0013058861,0.0052894168,0.0021190601,0.03680103,0.0042638434,0.009356353,0.0023153997,0.0050610052,0.001362348,0.013196929,0.002264681,0.0027948483,0.0012359167,0.007121955,0.0026325332,14296.266,0.005510141,0.021356344,0.0034848975,0.0025284204,0.0010621917,0.0024535407,0.0012773356,0.017262947,0.0029740215,0.0029383749,0.0013244909,0.0026819317,0.001179545,0.026040522,0.004127143,2713.0762,0.006001671,0.019914256,0.0041189715,0.007354639,0.0025691963,0.009944244,0.0029998613,0.008041824,0.0025776627,0.020831127,0.003105375,6465.096,0.0060113687,0.014865928,0.0038873127,0.009167248,0.002725952,0.04319894,0.004329506,0.015803982,0.003772121,3840.6375,0.006137828,0.009511866,0.0027689873,0.002152544,0.0021217216,0.008651536,0.0028515614,0.005379488,0.0016817962,0.0027848962,0.0009943208,0.0012816393,0.00090591604,0.0031175206,0.0012787194,0.0015028492,0.0009909372,0.0032094836,0.0010085504,0.0013911761,0.0010133357,0.0016145966,0.0012675754,0.0037704108,0.0050754067,0.005225062,0.0015601597,0.001488171,0.0011485711
t1,1.4245617861787258e-7,1.1230713221357322e-7,1.4532813119894206e-7,1.2224551668189634e-7,1.9201697181972248e-7,1.6698947169640847e-7,1.3224645618950773e-7,1.0958749785336461e-7,1.2976992661826849e-7,1.0971567183212617e-7,1.2828131181932046e-7,1.0947618848881659e-7,1.4356576616315536e-7,1.2124588981289918e-7,1.442188528860705e-7,1.1879483878882473e-7,1.826370613901177e-7,1.616366105136512e-7,1.657582810985952e-7,1.3655852449507172e-7,1.3524923561187278e-7,1.126633770741124e-7,1.3314181300543866e-7,1.1323884848629082e-7,1.422057728894054e-7,1.1686513355001231e-7,1.550153698387837e-7,1.314283551128163e-7,1.2513179390818034e-7,1.0688311029493088e-7,1.8491013036788065e-7,1.6299265678207802e-7,1.466548801424653e-7,1.2376829517286456e-7,1.3937878221540926e-7,1.1422902804578905e-7,1.4642714735133153e-7,1.1769235063243512e-7,1.482552817370771e-7,1.23806250494103e-7,1.7362011375775684e-7,1.4584311744734326e-7,1.7397497321518592e-7,1.5076702977238638e-7,1.8333932277241112e-7,1.42751027130004e-7,1.8302175782855477e-7,1.5128303999701345e-7,1.619318959011503e-7,1.382671739303455e-7,1.8066579260096469e-7,1.4576078309921962e-7,1.6960326615390332e-7,1.419411762719327e-7,1.7657157552724314e-7,1.5107098502847814e-7,1.6366516474963447e-7,1.384838582482179e-7,1.6462966429896728e-7,1.4047845447666417e-7,1.4696389376339755e-7,1.2356121712641006e-7,1.3032180816166215e-7,1.1465566663620137e-7,1.9868252838315243e-7,1.5917428292272636e-7,1.6037369055446808e-7,1.3304603509765703e-7,1.551365712672979e-7,1.338117545146535e-7,1.5907639044133273e-7,1.3812032480620499e-7,1.839865336044753e-7,1.5813883981911205e-7,1.4907574098347425e-7,1.2332185339350628e-7,1.469689447766819e-7,1.2463152664335665e-7,1.3237499340060412e-7,1.1109986273936692e-7,1.493299600160962e-7,1.3140868471893912e-7,1.6400601743121285e-7,1.372561721495603e-7,1.9271929224814936e-7,1.6138210498529412e-7,1.3844554179631092e-7,1.1411765564278054e-7,1.30675599142013e-7,1.1609949846899633e-7,1.582808011505928e-7,1.3774780449780134e-7,1.504722474481053e-7,1.23028484249217e-7,1.7207363380910054e-7,1.41243607328397e-7,1.3694095538998888e-7,1.2048091931962757e-7,1.6752326222861322e-7,1.403592604710298e-7,1.8248822799322098e-7,1.69255320682675e-7,1.7258492910595804e-7,1.478144054524543e-7,1.7493971130714623e-7,1.5177574066904648e-7,2.1582486560241502e-7,1.876396410000968e-7,1.9308740832260302e-7,1.6969539431359705e-7,1.5243252797140762e-7,1.3016992049476611e-7,1.8851784479579882e-7,1.6768249644818258e-7,2.0569674729298872e-7,1.7746450137011404e-7,1.638245840168666e-7,1.4474451784962493e-7,1.7177152242582368e-7,1.495764880425974e-7,1.5467742337539492e-7,1.317970247435075e-7,1.9209404965233426e-7,1.728005998615637e-7,2.1326978554537774e-7,1.824201086233393e-7,2.976185307475567e-8,2.6298608286082553e-8,1.2742617364055645e-7,4.868603085209132e-8,2.981835510241638e-8,2.6494010883930998e-8,2.8593693282118384e-8,2.5798255534183068e-8,3.084936713125943e-8,2.6763554351361844e-8,2.8390725820457498e-8,2.6084252801204095e-8,3.131767066571025e-8,2.6456584988308305e-8,1.3167403587810705e-7,1.0703146591908246e-7,3.2586487726316834e-8,2.6825857510649984e-8,3.0883560788650175e-8,2.678583299453176e-8,2.9544681555140634e-8,2.583151450732834e-8,2.9313818039134757e-8,2.663506702622946e-8,3.0547391236457676e-8,2.7075925729112994e-8
t2,1.372089221273043e-7,1.0999011056951279e-7,1.3974388452319752e-7,1.1962948745998586e-7,1.859406985013803e-7,1.642853236371343e-7,1.269267507225133e-7,1.071022189818964e-7,1.2500214100900584e-7,1.0744832695395705e-7,1.236205235772503e-7,1.0723477065892778e-7,1.379928962467623e-7,1.1865849129423344e-7,1.376710192410317e-7,1.1570778184725163e-7,1.7695752117881442e-7,1.5911334076009687e-7,1.591795097053596e-7,1.335650709704576e-7,1.3061907936936003e-7,1.1044846735731611e-7,1.2824739410735811e-7,1.1090440221231912e-7,1.3719378729488526e-7,1.1462875127882094e-7,1.4912497472210124e-7,1.2863766565481551e-7,1.2099377949927044e-7,1.048368621202794e-7,1.7940124834177158e-7,1.6051202113807315e-7,1.4197427642085795e-7,1.2155168624035084e-7,1.342429584672185e-7,1.1188184383799158e-7,1.4128563992332224e-7,1.1544674514757245e-7,1.4282659002618656e-7,1.213363461579605e-7,1.708768483235259e-7,1.4425751329257108e-7,1.6842507694648797e-7,1.4829623238252216e-7,1.8365967347388203e-7,1.4378797045563926e-7,1.7674749056314937e-7,1.4887415931307628e-7,1.5670159154031286e-7,1.3567963682547473e-7,1.7796114308886355e-7,1.4409372286426956e-7,1.668828911217173e-7,1.405014333145183e-7,1.7335740184782917e-7,1.4939327132091442e-7,1.6176367164509644e-7,1.3739729578959848e-7,1.661653050787147e-7,1.4087258069597905e-7,1.4316076281378783e-7,1.2168504839645569e-7,1.2623199107654865e-7,1.1265263539183707e-7,1.9421255386753508e-7,1.5722318269593882e-7,1.565657687033814e-7,1.3127523893772456e-7,1.5135909468656946e-7,1.317505597576862e-7,1.5536269609077638e-7,1.3617614934103182e-7,1.7874383687725412e-7,1.555253241586649e-7,1.4550585607177396e-7,1.2157674112881411e-7,1.4270669076482935e-7,1.2253917965523393e-7,1.2761474560753676e-7,1.0884984028771863e-7,1.446639838084113e-7,1.2892821084720124e-7,1.597834962432319e-7,1.352031494425486e-7,1.8632269689598216e-7,1.5826619210333747e-7,1.3347360148718032e-7,1.1174154292301675e-7,1.3028995584979677e-7,1.1605095053753757e-7,1.5507682264003813e-7,1.3596620497157335e-7,1.456599779409293e-7,1.2086612081762397e-7,1.6745011193104447e-7,1.3895284542721685e-7,1.3049581952278663e-7,1.1684292987400578e-7,1.679249794137209e-7,1.4048100589262184e-7,1.8320678100872887e-7,1.693099226920641e-7,1.7373318493044178e-7,1.4839489149712898e-7,1.74660984604452e-7,1.514220679459446e-7,2.1777897104505538e-7,1.8754907310037376e-7,1.960289003849861e-7,1.7081016302111933e-7,1.5136585916009981e-7,1.296822538362111e-7,1.9060605697118828e-7,1.682874987721203e-7,2.0883082797222802e-7,1.7819023698282206e-7,1.6431330034251755e-7,1.4478170791603045e-7,1.7045029003759433e-7,1.4892697543454498e-7,1.5381296630231676e-7,1.3139192570525401e-7,1.9361599044788346e-7,1.7301710038851237e-7,2.1510123988575703e-7,1.830821198448574e-7,2.9665147500048212e-8,2.6292615658506785e-8,1.2807793478986187e-7,4.8662424621836704e-8,3.089430273984886e-8,2.649193198749301e-8,2.9151822681108465e-8,2.57967478854636e-8,3.076585141741283e-8,2.676995372948428e-8,2.920572154882888e-8,2.6075663041237058e-8,3.121682342218484e-8,2.6454260338265238e-8,1.29194550963165e-7,1.0702186376090865e-7,3.248172377386005e-8,2.682039015527801e-8,3.0802462914440096e-8,2.679100914081746e-8,2.9473309351961004e-8,2.5825521677909818e-8,2.9826800420933634e-8,2.6625088173727983e-8,3.0579455915580056e-8,2.7141087745776633e-8
t3,1.3569213542434996e-7,1.0921478697754514e-7,1.3844536126896367e-7,1.1893689333519304e-7,1.846512342195814e-7,1.636655782881656e-7,1.2535183146817705e-7,1.062617612883569e-7,1.2368587183702453e-7,1.0669182367487303e-7,1.2280634881649435e-7,1.0675963646839272e-7,1.3659961008691003e-7,1.1795989186718314e-7,1.3610738713290232e-7,1.1494657302638983e-7,1.7567578069907687e-7,1.5850438999500903e-7,1.5733927380055028e-7,1.3268160364493352e-7,1.2920244537575196e-7,1.097171351473414e-7,1.273703612945488e-7,1.1039189324570276e-7,1.3603573015387382e-7,1.140796524612076e-7,1.479385898374223e-7,1.2801196249228977e-7,1.2076581435536126e-7,1.0457355448624455e-7,1.7830247459964163e-7,1.6000664583406018e-7,1.4119116575184455e-7,1.211231899557379e-7,1.3309696633104022e-7,1.1126429131269559e-7,1.4013043867014526e-7,1.1489052030695778e-7,1.4160458838610064e-7,1.2077247819188415e-7,1.68842554482926e-7,1.43180239317387e-7,1.6421517521297634e-7,1.4618638268194275e-7,1.806852216062414e-7,1.424538459063484e-7,1.7316811193004454e-7,1.472292028124039e-7,1.5432762083116077e-7,1.344393100068947e-7,1.7583664111683015e-7,1.428938759329502e-7,1.645647955126682e-7,1.3936677759505316e-7,1.7046228359399191e-7,1.4788585258890683e-7,1.60182109306509e-7,1.365029547193628e-7,1.671497905229461e-7,1.4132993941974302e-7,1.413291665549188e-7,1.2076675390723512e-7,1.2484598544601073e-7,1.118958086836205e-7,1.9242604347828727e-7,1.56388111790739e-7,1.5486495367954517e-7,1.3042746502546316e-7,1.5014903650155839e-7,1.309647098591132e-7,1.5262407794518333e-7,1.348056723174316e-7,1.7670854335873657e-7,1.5444849188414073e-7,1.431318638432146e-7,1.2050207075702987e-7,1.4145651788491482e-7,1.2181814601384956e-7,1.2601202637183552e-7,1.0800612367995492e-7,1.4316956592337514e-7,1.2805271099485663e-7,1.579518175551337e-7,1.3426283712552568e-7,1.8481263399125234e-7,1.5746103134437725e-7,1.3191370479511598e-7,1.1097252998891418e-7,1.3019339816708386e-7,1.1601957879234765e-7,1.5405357436097326e-7,1.352663215892593e-7,1.4395097659478816e-7,1.2008060343210104e-7,1.6546754736566744e-7,1.379529515770545e-7,1.2781007030866865e-7,1.1544127650806879e-7,1.6803787813867167e-7,1.40386146776576e-7,1.8203527237734136e-7,1.6848213466432727e-7,1.7776353703145678e-7,1.5036502927351433e-7,1.75645981500519e-7,1.5156566865114423e-7,2.1827783392696561e-7,1.874367996881783e-7,1.989509715854879e-7,1.722008160962006e-7,1.506365619812112e-7,1.2928463750482636e-7,1.9328095213198479e-7,1.6905402441822464e-7,2.1034370706362397e-7,1.78805931735589e-7,1.661072381792383e-7,1.452811125991584e-7,1.7001960568027062e-7,1.4865588411468885e-7,1.5351491734873532e-7,1.3121497889313753e-7,1.9397193523769427e-7,1.725808619833889e-7,2.098074459489468e-7,1.8010568771338956e-7,2.967085018295389e-8,2.630219073565626e-8,1.2839691609371744e-7,4.8691724122535943e-8,3.095338053905901e-8,2.6518589927896505e-8,2.918825248827334e-8,2.5817052541852094e-8,3.077002562395639e-8,2.6785434447150738e-8,2.9289746414789084e-8,2.610632899403763e-8,3.121464407901234e-8,2.6464588514638806e-8,1.2775027993944095e-7,1.0700055509933392e-7,3.247564662603784e-8,2.6826195724114938e-8,3.081552257560722e-8,2.6808576448105598e-8,2.9488590232616657e-8,2.5842035676757165e-8,2.996041488527323e-8,2.6645117595537356e-8,3.065835809791889e-8,2.72112034919284e-8
t4,1.4204769445061709e-7,1.1193242676876539e-7,1.439395327412207e-7,1.2148205426581518e-7,1.9267114639898668e-7,1.671874245926569e-7,1.316391898980307e-7,1.0913434440156158e-7,1.2942989064295403e-7,1.0936835290556503e-7,1.2766579918830295e-7,1.0907399112029526e-7,1.4140211617145075e-7,1.2023285402482105e-7,1.4131350546105819e-7,1.1739069361405993e-7,1.8269476116044097e-7,1.6173822137418008e-7,1.634430821169459e-7,1.3548648572019735e-7,1.349425791527326e-7,1.1228112238218295e-7,1.3256387976676226e-7,1.1282978604947135e-7,1.4234393106784115e-7,1.1691411225378092e-7,1.5263444364310345e-7,1.3016467784719634e-7,1.259795605372731e-7,1.0700381875936279e-7,1.8608525125742933e-7,1.6353385336698598e-7,1.461983091288425e-7,1.2346211417914198e-7,1.3879293893681453e-7,1.1379359890321712e-7,1.46791179093316e-7,1.177722685623969e-7,1.4758830714578389e-7,1.235798327571222e-7,1.7299176302317403e-7,1.450720264784031e-7,1.6618793030669974e-7,1.472859626710196e-7,1.8267641723947447e-7,1.4336722034100177e-7,1.768331817557594e-7,1.4903607375730218e-7,1.590647901925034e-7,1.3688729148925e-7,1.7982135544715705e-7,1.4457860100193208e-7,1.6790638124865248e-7,1.408953775465556e-7,1.756918118033401e-7,1.503157033818146e-7,1.6232795004640817e-7,1.3748607877957372e-7,1.6742565023152384e-7,1.4142421184528973e-7,1.4650630725099167e-7,1.230958266845704e-7,1.2931902814885227e-7,1.1408465415265533e-7,2.016896897473029e-7,1.5969486905245337e-7,1.608160448619448e-7,1.330993753998584e-7,1.5574714904138914e-7,1.336474609980056e-7,1.6027266268816227e-7,1.3836845081962847e-7,1.8528697722397492e-7,1.583452739251983e-7,1.4897898393406838e-7,1.2307054782136936e-7,1.4656246139664233e-7,1.242107286272423e-7,1.3187422759471614e-7,1.1070411163189852e-7,1.47660754169369e-7,1.3030992279561732e-7,1.649277620530249e-7,1.3746683999140118e-7,1.9460289722642277e-7,1.6179550393566367e-7,1.3830402699331298e-7,1.1387957143330783e-7,1.2989571094868764e-7,1.1580893165831434e-7,1.5934735547821616e-7,1.3776614635604664e-7,1.5087467070491464e-7,1.230501852460427e-7,1.7053214784665423e-7,1.4034681750675433e-7,1.3111541905259816e-7,1.1721180090951492e-7,1.768119287862883e-7,1.4415371285230046e-7,1.9174358928731473e-7,1.7316259329915788e-7,1.8594419747706371e-7,1.5407349729268655e-7,1.8581675536106358e-7,1.5611794035735485e-7,2.26403402962207e-7,1.91375183388562e-7,2.1075823948875382e-7,1.7790407110077484e-7,1.5697361099400209e-7,1.3214013696630642e-7,2.037317084559624e-7,1.734481706912974e-7,2.218550385876635e-7,1.8460467766604053e-7,1.7657918764299123e-7,1.4990831689599085e-7,1.782213283352636e-7,1.5250515082018655e-7,1.6042907745344945e-7,1.3435579358433357e-7,2.0432687968748123e-7,1.772404300418172e-7,2.1535839146878102e-7,1.8278940907921496e-7,2.9722047732968534e-8,2.6305585121104338e-8,1.2773723558328413e-7,4.875283086325458e-8,3.0998883108283095e-8,2.6560241313808404e-8,2.9258135480681337e-8,2.58465650358043e-8,3.087134493140902e-8,2.6809229202886327e-8,2.9347508999770065e-8,2.6132967285908658e-8,3.1319320821471717e-8,2.6494062009970053e-8,1.2735534215381792e-7,1.0694375611099809e-7,3.254508100889243e-8,2.6839183702258098e-8,3.088583108348392e-8,2.6826065120153485e-8,2.952156882716073e-8,2.584772252922919e-8,2.992812634424891e-8,2.6675625356714254e-8,3.084974751966897e-8,2.728914438836902e-8
t5,1.479427369251677e-7,1.1427158228012097e-7,1.490672887022715e-7,1.2368391146866545e-7,2.0046810246624748e-7,1.7045987292764062e-7,1.3694821068785567e-7,1.1140413897382771e-7,1.3462552366315149e-7,1.1160761051922117e-7,1.327521961393653e-7,1.1136400358363309e-7,1.4573175843649524e-7,1.221882574507358e-7,1.4731204164453787e-7,1.201776836959099e-7,1.878860070486548e-7,1.638159894240871e-7,1.6744849715273016e-7,1.3715849223638773e-7,1.4044430383131866e-7,1.1460489698218258e-7,1.3771514465933696e-7,1.1512440953802084e-7,1.4804591136193426e-7,1.1931628832084347e-7,1.5621422686032265e-7,1.3172373363802538e-7,1.3140304983591688e-7,1.0939703799845317e-7,1.924216385202993e-7,1.663449348087189e-7,1.501245983661837e-7,1.2520592769370737e-7,1.4474641636211748e-7,1.1627359635649535e-7,1.525875646692984e-7,1.2012023796627232e-7,1.537350428927137e-7,1.262883862161275e-7,1.781987540853531e-7,1.4757145721569668e-7,1.6924791192637048e-7,1.4898378768022937e-7,1.8404870515600565e-7,1.4325074612838878e-7,1.7909250543711191e-7,1.4935632509216377e-7,1.630109739292516e-7,1.3890863485000885e-7,1.8487828779232098e-7,1.469626602262005e-7,1.7206744996922387e-7,1.4296734055732518e-7,1.7715423147877112e-7,1.5016995987158267e-7,1.6637146364072459e-7,1.3956398622224384e-7,1.6724529519462358e-7,1.4122811242048503e-7,1.5178394465077058e-7,1.2540998269868396e-7,1.3380378099236082e-7,1.1621819860842029e-7,2.1167727535517054e-7,1.6347980151058879e-7,1.6613424348685525e-7,1.3540475571836552e-7,1.6080661696383022e-7,1.3607906178700387e-7,1.672911527290731e-7,1.4154898856005927e-7,1.922986002822621e-7,1.6139444374295784e-7,1.552291835925062e-7,1.2570991236447307e-7,1.5130793286797537e-7,1.264163027655172e-7,1.37070157299665e-7,1.1298188926012606e-7,1.5027231299934782e-7,1.3167421418506384e-7,1.7071751833902748e-7,1.4007215127845936e-7,2.0370566143679562e-7,1.6562314867499103e-7,1.4438984001956878e-7,1.1650039030106189e-7,1.3153169901223066e-7,1.1674540770199352e-7,1.6314319344301004e-7,1.3959533353019415e-7,1.5783146316148772e-7,1.2591913866803437e-7,1.752379174683449e-7,1.4258796333031863e-7,1.3814877764945546e-7,1.2193309462909574e-7,1.8651018612416808e-7,1.4816426310567022e-7,2.0260435590532668e-7,1.7808107825865227e-7,1.9488597975583415e-7,1.581054738994304e-7,1.9503886420809293e-7,1.6011272442369385e-7,2.3514187697659662e-7,1.9570815540451888e-7,2.2176569461054352e-7,1.8325529995219207e-7,1.6392336479689993e-7,1.3517074271171025e-7,2.1639306869387158e-7,1.7860328289009122e-7,2.323677116613894e-7,1.8947494954309846e-7,1.8527423635351995e-7,1.5364702127784552e-7,1.8620860236080317e-7,1.5609910854293943e-7,1.6812676613344216e-7,1.377181766623216e-7,2.1596816122006016e-7,1.8198940842596363e-7,2.2028230146475638e-7,1.8492642373048852e-7,3.082879254965884e-8,2.6722998476145092e-8,1.2692956783426168e-7,4.88461361699722e-8,3.033778143711931e-8,2.6603081016214893e-8,2.9152473387201045e-8,2.5953655681853153e-8,3.204110071650983e-8,2.7239196753386046e-8,2.886211593244758e-8,2.6138408968987325e-8,3.256270542082436e-8,2.6936504055671325e-8,1.2827487262887065e-7,1.0687727982602176e-7,3.376250253031594e-8,2.7273675765122782e-8,3.2053985965961365e-8,2.7260622930156023e-8,3.057438327708003e-8,2.6246280256191003e-8,2.9866219068026637e-8,2.672791669694649e-8,3.123053299549643e-8,2.737366253762944e-8
