Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,Zone27,Zone28,Zone29,Zone30,Zone31,Zone32,Zone33,Zone34,Zone35,Zone36,Zone37,Zone38,Zone39,Zone40,Zone41,Zone42,Zone43,Zone44,Zone45,Zone46,Zone47,Zone48,Zone49,Zone50,Zone51,Zone52,Zone53,Zone54,Zone55,Zone56,Zone57,Zone58,Zone59,Zone60,Zone61,Zone62,Zone63,Zone64,Zone65,Zone66,Zone67,Zone68,Zone69,Zone70,Zone71,Zone72,Zone73,Zone74,Zone75,Zone76
33.68575608277984,4165.95069255273,9626.77701505206,56.06476642393164,4282.522191472337,0.06575166835907705,8114.079424222783,1702.7327098526712,62712.777694853474,18913.672946626353,558.5653774147468,3131.3737855725994,21443.433970738814,14143.201431463935,28531.61628685348,73406.26783842214,8933.128165702907,30461.371070139005,21260.01349704245,8924.872864290071,270.01897073408026,24135.52971107561,45425.46049138758,38782.73176938636,51858.6535014848,44845.94830851071,4001.989081073968,37072.1067259753,5583.827686453508,23510.432345835812,66.12211578043718,35331.07489775789,97883.80316370113,1945.6188575766687,1042.2285094043227,5160.095032435305,23265.394568605938,44953.65366044379,3348.1723157134206,437.24051252287285,5963.567014795848,29126.404747676046,8870.329691538887,88.34871851159103,17230.548712135154,2925.0991364323163,20302.12888017307,558.3933819058375,14015.001038148312,13260.07257139648,43285.499197740195,952.2030370754609,3737.6422229906793,5773.9383432594905,3116.1573204812835,64864.57204101066,24945.013899814312,22049.029845345824,15804.93158255856,28395.38449304898,18048.419823628094,7261.4269911310685,5344.122121530577,12184.70040398328,19269.895548988767,4811.135409987108,7867.828221806366,15893.70095735025,15536.604990143693,61292.97482124111,17146.039602286553,43363.403696046036,24778.321121739515,52132.78894991985,1005.5585732512563,29676.654124146673
