Row,x1,x2
TruckType,Liquid,Total
NewTruckEnergyZone32,0.009868919792991766,0.009868919792991766
RetTruckEnergyZone32,0.0,0.0
EndTruckEnergyZone32,0.009868919792991766,0.009868919792991766
StartTruckEnergyZone33,0,0
NewTruckEnergyZone33,72.14395489488977,72.14395489488977
RetTruckEnergyZone33,0.0,0.0
EndTruckEnergyZone33,72.14395489488977,72.14395489488977
StartTruckEnergyZone34,0,0
NewTruckEnergyZone34,0.008311681682998602,0.008311681682998602
RetTruckEnergyZone34,0.0,0.0
EndTruckEnergyZone34,0.008311681682998602,0.008311681682998602
StartTruckEnergyZone35,0,0
NewTruckEnergyZone35,0.0067701848867457014,0.0067701848867457014
RetTruckEnergyZone35,0.0,0.0
EndTruckEnergyZone35,0.0067701848867457014,0.0067701848867457014
StartTruckEnergyZone36,0,0
NewTruckEnergyZone36,0.7643797468485105,0.7643797468485105
RetTruckEnergyZone36,0.0,0.0
EndTruckEnergyZone36,0.7643797468485105,0.7643797468485105
StartTruckEnergyZone37,0,0
NewTruckEnergyZone37,66.5735841680425,66.5735841680425
RetTruckEnergyZone37,0.0,0.0
EndTruckEnergyZone37,66.5735841680425,66.5735841680425
StartTruckEnergyZone38,0,0
NewTruckEnergyZone38,0.01222873554513351,0.01222873554513351
RetTruckEnergyZone38,0.0,0.0
EndTruckEnergyZone38,0.01222873554513351,0.01222873554513351
StartTruckEnergyZone39,0,0
NewTruckEnergyZone39,0.005885519927004037,0.005885519927004037
RetTruckEnergyZone39,0.0,0.0
EndTruckEnergyZone39,0.005885519927004037,0.005885519927004037
StartTruckEnergyZone40,0,0
NewTruckEnergyZone40,0.3779797465131695,0.3779797465131695
RetTruckEnergyZone40,0.0,0.0
EndTruckEnergyZone40,0.3779797465131695,0.3779797465131695
StartTruckEnergyZone41,0,0
NewTruckEnergyZone41,0.24103376054893016,0.24103376054893016
RetTruckEnergyZone41,0.0,0.0
EndTruckEnergyZone41,0.24103376054893016,0.24103376054893016
StartTruckEnergyZone42,0,0
NewTruckEnergyZone42,2.5494023131520773,2.5494023131520773
RetTruckEnergyZone42,0.0,0.0
EndTruckEnergyZone42,2.5494023131520773,2.5494023131520773
StartTruckEnergyZone43,0,0
NewTruckEnergyZone43,59.147320430678754,59.147320430678754
RetTruckEnergyZone43,0.0,0.0
EndTruckEnergyZone43,59.147320430678754,59.147320430678754
StartTruckEnergyZone44,0,0
NewTruckEnergyZone44,0.1502743300697874,0.1502743300697874
RetTruckEnergyZone44,0.0,0.0
EndTruckEnergyZone44,0.1502743300697874,0.1502743300697874
StartTruckEnergyZone45,0,0
NewTruckEnergyZone45,4.191789646275287,4.191789646275287
RetTruckEnergyZone45,0.0,0.0
EndTruckEnergyZone45,4.191789646275287,4.191789646275287
StartTruckEnergyZone46,0,0
NewTruckEnergyZone46,0.6045867202246027,0.6045867202246027
RetTruckEnergyZone46,0.0,0.0
EndTruckEnergyZone46,0.6045867202246027,0.6045867202246027
StartTruckEnergyZone47,0,0
NewTruckEnergyZone47,0.006874029525286454,0.006874029525286454
RetTruckEnergyZone47,0.0,0.0
EndTruckEnergyZone47,0.006874029525286454,0.006874029525286454
StartTruckEnergyZone48,0,0
NewTruckEnergyZone48,1.1541823743019302,1.1541823743019302
RetTruckEnergyZone48,0.0,0.0
EndTruckEnergyZone48,1.1541823743019302,1.1541823743019302
StartTruckEnergyZone49,0,0
NewTruckEnergyZone49,1.4447471026811889,1.4447471026811889
RetTruckEnergyZone49,0.0,0.0
EndTruckEnergyZone49,1.4447471026811889,1.4447471026811889
StartTruckEnergyZone50,0,0
NewTruckEnergyZone50,0.007971829309180714,0.007971829309180714
RetTruckEnergyZone50,0.0,0.0
EndTruckEnergyZone50,0.007971829309180714,0.007971829309180714
StartTruckEnergyZone51,0,0
NewTruckEnergyZone51,59.06090151030074,59.06090151030074
RetTruckEnergyZone51,0.0,0.0
EndTruckEnergyZone51,59.06090151030074,59.06090151030074
StartTruckEnergyZone52,0,0
NewTruckEnergyZone52,0.06070574739960683,0.06070574739960683
RetTruckEnergyZone52,0.0,0.0
EndTruckEnergyZone52,0.06070574739960683,0.06070574739960683
StartTruckEnergyZone53,0,0
NewTruckEnergyZone53,0.23575986969756235,0.23575986969756235
RetTruckEnergyZone53,0.0,0.0
EndTruckEnergyZone53,0.23575986969756235,0.23575986969756235
StartTruckEnergyZone54,0,0
NewTruckEnergyZone54,0.4464806276284488,0.4464806276284488
RetTruckEnergyZone54,0.0,0.0
EndTruckEnergyZone54,0.4464806276284488,0.4464806276284488
StartTruckEnergyZone55,0,0
NewTruckEnergyZone55,0.4291274233127454,0.4291274233127454
RetTruckEnergyZone55,0.0,0.0
EndTruckEnergyZone55,0.4291274233127454,0.4291274233127454
StartTruckEnergyZone56,0,0
NewTruckEnergyZone56,0.007258340189056855,0.007258340189056855
RetTruckEnergyZone56,0.0,0.0
EndTruckEnergyZone56,0.007258340189056855,0.007258340189056855
StartTruckEnergyZone57,0,0
NewTruckEnergyZone57,10.649419805726572,10.649419805726572
RetTruckEnergyZone57,0.0,0.0
EndTruckEnergyZone57,10.649419805726572,10.649419805726572
StartTruckEnergyZone58,0,0
NewTruckEnergyZone58,5.314705934023646,5.314705934023646
RetTruckEnergyZone58,0.0,0.0
EndTruckEnergyZone58,5.314705934023646,5.314705934023646
StartTruckEnergyZone59,0,0
NewTruckEnergyZone59,1.5868928960192155,1.5868928960192155
RetTruckEnergyZone59,0.0,0.0
EndTruckEnergyZone59,1.5868928960192155,1.5868928960192155
StartTruckEnergyZone60,0,0
NewTruckEnergyZone60,21.87788502517743,21.87788502517743
RetTruckEnergyZone60,0.0,0.0
EndTruckEnergyZone60,21.87788502517743,21.87788502517743
StartTruckEnergyZone61,0,0
NewTruckEnergyZone61,0.836909824250372,0.836909824250372
RetTruckEnergyZone61,0.0,0.0
EndTruckEnergyZone61,0.836909824250372,0.836909824250372
StartTruckEnergyZone62,0,0
NewTruckEnergyZone62,4.0521029974076175,4.0521029974076175
RetTruckEnergyZone62,0.0,0.0
EndTruckEnergyZone62,4.0521029974076175,4.0521029974076175
StartTruckEnergyZone63,0,0
NewTruckEnergyZone63,0.04148931303509545,0.04148931303509545
RetTruckEnergyZone63,0.0,0.0
EndTruckEnergyZone63,0.04148931303509545,0.04148931303509545
StartTruckEnergyZone64,0,0
NewTruckEnergyZone64,1.2524458401790428,1.2524458401790428
RetTruckEnergyZone64,0.0,0.0
EndTruckEnergyZone64,1.2524458401790428,1.2524458401790428
StartTruckEnergyZone65,0,0
NewTruckEnergyZone65,0.00466269367068402,0.00466269367068402
RetTruckEnergyZone65,0.0,0.0
EndTruckEnergyZone65,0.00466269367068402,0.00466269367068402
StartTruckEnergyZone66,0,0
NewTruckEnergyZone66,0.4813699423924272,0.4813699423924272
RetTruckEnergyZone66,0.0,0.0
EndTruckEnergyZone66,0.4813699423924272,0.4813699423924272
StartTruckEnergyZone67,0,0
NewTruckEnergyZone67,0.004340115302135755,0.004340115302135755
RetTruckEnergyZone67,0.0,0.0
EndTruckEnergyZone67,0.004340115302135755,0.004340115302135755
StartTruckEnergyZone68,0,0
NewTruckEnergyZone68,0.0041195259699796675,0.0041195259699796675
RetTruckEnergyZone68,0.0,0.0
EndTruckEnergyZone68,0.0041195259699796675,0.0041195259699796675
StartTruckEnergyZone69,0,0
NewTruckEnergyZone69,0.004260440294262628,0.004260440294262628
RetTruckEnergyZone69,0.0,0.0
EndTruckEnergyZone69,0.004260440294262628,0.004260440294262628
StartTruckEnergyZone70,0,0
NewTruckEnergyZone70,0.003945658503035064,0.003945658503035064
RetTruckEnergyZone70,0.0,0.0
EndTruckEnergyZone70,0.003945658503035064,0.003945658503035064
StartTruckEnergyZone71,0,0
NewTruckEnergyZone71,8.967269557900721,8.967269557900721
RetTruckEnergyZone71,0.0,0.0
EndTruckEnergyZone71,8.967269557900721,8.967269557900721
StartTruckEnergyZone72,0,0
NewTruckEnergyZone72,0.0037640561457427855,0.0037640561457427855
RetTruckEnergyZone72,0.0,0.0
EndTruckEnergyZone72,0.0037640561457427855,0.0037640561457427855
StartTruckEnergyZone73,0,0
NewTruckEnergyZone73,1.5428933715827429,1.5428933715827429
RetTruckEnergyZone73,0.0,0.0
EndTruckEnergyZone73,1.5428933715827429,1.5428933715827429
StartTruckEnergyZone74,0,0
NewTruckEnergyZone74,13.159795821959834,13.159795821959834
RetTruckEnergyZone74,0.0,0.0
EndTruckEnergyZone74,13.159795821959834,13.159795821959834
StartTruckEnergyZone75,0,0
NewTruckEnergyZone75,0.004732041456925519,0.004732041456925519
RetTruckEnergyZone75,0.0,0.0
EndTruckEnergyZone75,0.004732041456925519,0.004732041456925519
StartTruckEnergyZone76,0,0
NewTruckEnergyZone76,2.5521444322198326,2.5521444322198326
RetTruckEnergyZone76,0.0,0.0
EndTruckEnergyZone76,2.5521444322198326,2.5521444322198326
StartTruckEnergy,0,0
NewTruckEnergy,486.82072502469725,486.82072502469725
RetTruckEnergy,0.0,0.0
EndTruckEnergy,486.82072502469725,486.82072502469725
