Line,Existing_Trans_Capacity,New_Trans_Capacity,Total_Pipes,Fixed_Cost_Pipes
107,0.0,1.8379629,0.09098826,1.5475855e6
108,0.0,45.203934,2.2378185,1.3104737e7
109,0.0,6.130133e-5,3.0347196e-6,25.502651
110,0.0,7.9146323,0.39181346,9.549248e6
111,0.0,5.798204e-5,2.870398e-6,27.21823
112,0.0,34.755157,1.7205523,3.6933756e7
113,0.0,7.7191935,0.38213828,4.6987965e6
114,0.0,1.4440492e-5,7.1487585e-7,18.745674
115,0.0,5.3773e-5,2.6620298e-6,46.02387
116,0.0,1.2794212,0.06333768,1.351511e6
117,0.0,48.04624,2.378527,4.4041904e7
118,0.0,147.02681,7.278555,7.600229e7
119,0.0,57.047653,2.8241413,3.486621e7
120,0.0,5.138954e-5,2.5440365e-6,31.69501
121,0.0,15.989507,0.79155976,1.7756494e7
122,0.0,1.26315745e-5,6.2532547e-7,11.333333
123,0.0,2.2560492,0.111685604,2.6743742e6
124,0.0,2.3133194e-5,1.1452076e-6,16.120087
125,0.0,17.280758,0.8554831,1.1343926e7
126,0.0,1.9605672,0.09705778,1.0714351e6
127,0.0,2.7389326e-5,1.3559072e-6,22.05947
128,0.0,16.314222,0.8076347,1.1703375e7
129,0.0,4.280947,0.21192807,3.9051918e6
130,0.0,1.505379e-5,7.452371e-7,15.680372
131,0.0,0.94699335,0.046880856,1.3091884e6
132,0.0,1.4275185e-5,7.0669233e-7,24.841215
133,0.0,6.5461254,0.3240656,6.0843e6
134,0.0,44.176563,2.1869586,3.3601984e7
135,0.0,3.1236289,0.15463509,2.7840548e6
136,0.0,3.1236289,0.15463509,2.7840545e6
137,0.0,27.218643,1.3474576,4.7221096e7
138,0.0,16.062565,0.7951765,2.2167002e7
139,0.0,31.567474,1.5627463,4.6260476e7
140,0.0,29.835445,1.4770023,2.413898e7
141,0.0,2.0521878e-5,1.0159346e-6,43.843285
142,0.0,0.00010201932,5.0504614e-6,238.6971
143,0.0,16.062565,0.7951765,2.2167002e7
144,0.0,7.3588977,0.36430186,8.423807e6
145,0.0,44.176563,2.1869586,3.3601984e7
146,0.0,1.3957256,0.06909532,3.5801605e6
147,0.0,0.0117575275,0.0005820558,25089.506
