Time,Liquid
1,109.28339740272901
2,82.8745385203738
3,56.46580778220834
4,30.388695186155392
5,5.7477708417917714
6,6.46666293310951
7,35.77977913716123
8,74.71837486439368
9,112.99469540773615
10,145.00457102447808
11,174.06962423731937
12,200.19685424547262
13,224.47856344702717
14,239.31662845715323
15,239.99777110740564
16,248.14145760294468
17,261.5176600743003
18,266.15285564804327
19,258.7826221376998
20,241.019115926246
21,214.91852079784377
22,188.50943827170232
23,162.1008703379434
24,135.6925039473443
25,284.43717122220164
26,260.0051051994338
27,234.1986134593489
28,209.19654667748165
29,189.61252836894937
30,176.10753917898728
31,186.21019306160775
32,206.97605912060513
33,190.89408052510123
34,168.93791356371435
35,148.76332509839685
36,121.24470320269401
37,88.9722616445123
38,63.79509717091192
39,56.420666866597124
40,77.04391910175833
41,107.27721584884883
42,160.89828684936418
43,195.0578936122651
44,222.1475065748185
45,247.1770391451702
46,271.95647075115744
47,296.6507897436602
48,303.10462197118665
49,124.38562269160184
50,115.02848158157194
51,104.92327484931135
52,94.39272647208831
53,89.64722527494425
54,89.60537067799284
55,91.37633699253495
56,94.21431160591611
57,95.223284845259
58,94.40555162400659
59,93.22441092809682
60,91.70269939919596
61,90.21009945212231
62,89.40075621117683
63,90.38722140730087
64,93.18369847298933
65,96.63138136173139
66,111.28225959906712
67,124.9251024688482
68,127.96012220085318
69,130.78977837123713
70,133.60807477647964
71,134.96458199101147
72,132.14595149898076
73,123.05604807158035
74,110.96085562917752
75,100.71665257167976
76,92.42760084094317
77,84.4506266880876
78,77.1235700316322
79,72.43455865923319
80,81.68287832800276
81,104.30440782166166
82,134.85741715832197
83,164.12152195088467
84,179.43992324872514
85,177.32833516566876
86,164.00610458498667
87,171.85001304885245
88,197.06549137432273
89,229.72654657292247
90,258.3850617629774
91,259.4353391958085
92,236.76035993035893
93,208.1780709708921
94,179.59762550075965
95,155.4897870899821
96,134.96389089226108
97,154.18487784578016
98,153.27586762803364
99,152.0893304555089
100,151.06377939752917
101,150.34217525361666
102,150.42862532355727
103,149.6851028765097
104,145.75080523644763
105,139.9902073328273
106,130.02029821334332
107,123.65434920597714
108,117.36386869042323
109,111.01143552514003
110,104.70115592811582
111,99.05273662337474
112,94.38254996299258
113,94.67271420860048
114,101.6526362578514
115,114.27550660095842
116,125.3031796910486
117,135.98579982319984
118,145.962986452312
119,151.8265948337787
120,153.353715565306
121,128.79166376072166
122,121.13461174605388
123,110.5828715315791
124,99.90852914257867
125,92.07890057432601
126,91.04950303579442
127,90.74333958915557
128,88.90603957522976
129,90.33859070496982
130,88.73051267710109
131,84.71334727169973
132,80.07217611916889
133,76.93203166517121
134,76.5254717029333
135,78.6521553327324
136,81.63346706906624
137,86.42866832764551
138,101.87547990991474
139,125.53404612408488
140,133.9571251273301
141,134.92217300218095
142,135.99135694441966
143,136.7944094628909
144,130.3677906461695
145,314.14868772666665
146,313.8651171950637
147,309.08157993942257
148,298.9052919871547
149,276.9812131781762
150,245.94173423348568
151,216.40845111396652
152,192.47564970761553
153,160.06236665127813
154,129.89866263434473
155,117.14126428049985
156,94.98310992464066
157,66.05615338946996
158,33.32093346739042
159,10.371472498465245
160,0.12175011433974643
161,4.216836286055227
162,38.35097174671512
163,80.0790581348052
164,127.59809166702507
165,176.52965676564855
166,225.55721395339748
167,275.38877721013245
168,304.71976784723137
169,271.1188901623434
170,252.27927286675313
171,228.4872493950948
172,204.22113116433354
173,182.09910373737054
174,167.29121059152925
175,158.0347892402108
176,152.3159293076057
177,141.95638025372506
178,126.33011476479932
179,108.10987612857929
180,89.31207530301067
181,72.28884287799947
182,52.26349926343638
183,33.03684083148249
184,22.45810363883052
185,66.12012489755553
186,164.4711482132103
187,262.82217104428076
188,312.23403091179256
189,312.01839936904815
190,306.8569019781397
191,300.90323945187396
192,288.73002728294546
193,294.40499960020077
194,293.1209112252704
195,291.37604257776314
196,289.6570913187417
197,287.981112757392
198,286.53150720330274
199,286.160616293081
200,284.48900442761135
201,276.09315130493655
202,264.3426722232675
203,251.30651921458434
204,235.54719539688014
205,218.9510076557313
206,201.3051296351017
207,187.4022835052315
208,182.14824241975435
209,190.70834262402815
210,249.09737660563277
211,308.0179535999426
212,318.4200431231871
213,317.8860549157866
214,315.378120753114
215,308.7434821320412
216,296.4947101961594
217,228.42781117668412
218,261.11433482058925
219,281.1914028671243
220,289.00317364550267
221,291.23001694936437
222,289.08527616492626
223,292.6437750207256
224,297.545163735862
225,289.09389922819804
226,253.29964868512977
227,214.09641432315235
228,174.8897328683308
229,135.66181152192706
230,96.50027128972069
231,57.80471903142496
232,19.473719986441882
233,3.744327667381607
234,28.395072376256643
235,72.56937690595147
236,110.49013303785333
237,139.52670374917807
238,165.76574618818427
239,187.4398046847764
240,200.06552210801385
241,290.9510845113318
242,272.4630724664485
243,256.8726344129185
244,246.76165625358897
245,239.51792999529792
246,232.45744447082544
247,230.44671075162844
248,227.675687743968
249,215.66849922726558
250,192.8256931382602
251,167.88233938331408
252,140.94876517445834
253,118.89990330684256
254,104.19412208058672
255,95.01199944626552
256,90.15846484560828
257,102.5260085846194
258,169.98096964127797
259,262.58886498831123
260,301.9207488994148
261,303.9995896140188
262,306.26176683699623
263,308.5418943703438
264,305.5078545311584
265,198.03260303345996
266,182.5109963966509
267,167.297932333361
268,154.4737123001349
269,148.7160499959946
270,154.98904537047756
271,167.89033115206243
272,182.86230117372432
273,182.65690017560354
274,177.28265015442412
275,170.89962652816703
276,160.3663076107978
277,150.51363241922388
278,140.99587974641588
279,131.78695015572924
280,128.26000390938285
281,146.92483488552858
282,174.43579742939914
283,200.64890856457777
284,214.45490420821065
285,220.6621044209869
286,224.4106224252647
287,224.9292800831134
288,211.18294027484635
289,215.72848322513988
290,220.41829317295424
291,224.41944772668433
292,220.0899804059355
293,224.1755222824406
294,228.74914314936112
295,223.9296910310574
296,208.59714413376705
297,193.2468688034183
298,176.9255649331752
299,160.68402346552713
300,144.52115545115657
301,128.29818831101147
302,111.99550710770932
303,95.67422286745172
304,79.3529036622827
305,63.29397385901935
306,66.92614978319524
307,89.6942315372009
308,109.85867605974613
309,132.03339211857298
310,159.78273036783577
311,183.3168112704236
312,203.1101552721835
313,220.73692154751927
314,218.906493692298
315,217.09567791736904
316,215.0643363511249
317,212.77066718244265
318,211.8252010664695
319,209.42996982717165
320,198.13544188124402
321,188.28721940888508
322,175.5281599576734
323,162.15286744190706
324,148.91590415249934
325,135.73043362571218
326,123.6390008177885
327,110.5638113534359
328,98.54547344852942
329,90.43129651383526
330,104.24984853694387
331,144.0378882154015
332,159.87068201018022
333,178.0840984442003
334,202.01229140942985
335,220.73228489769792
336,220.6171139885388
337,32.12613507625071
338,43.90600377443049
339,57.80032769053137
340,72.49258664920902
341,89.0114717268989
342,105.78398468099029
343,122.93275109220161
344,132.44193184132564
345,133.50746164485255
346,131.7210275307229
347,129.9349465414117
348,128.14890485503588
349,126.36324268408339
350,124.57662438659457
351,117.10846320677128
352,102.95291036479769
353,95.48491373707007
354,102.29009627837196
355,123.50367568756403
356,122.43288843456916
357,107.27239455491764
358,87.46244348079094
359,63.00457997952617
360,38.54709862014429
361,308.9127457979578
362,291.58094441130595
363,273.69883121563237
364,256.65154631490867
365,243.7656677366628
366,233.0530191359468
367,216.57521736827627
368,196.75483298794904
369,174.00219738971472
370,144.1001161188242
371,123.33318036503097
372,99.06765267590808
373,74.29534771905269
374,48.82212225005246
375,23.745229502139587
376,0.4029405217355165
377,0.0005625135696933557
378,33.931957292158124
379,138.95057721977767
380,243.85587652002553
381,319.72238063345856
382,331.11511221851094
383,331.10022051973436
384,327.7047281825727
385,238.06836371122023
386,222.19681141914245
387,206.32303889912004
388,190.69880822050214
389,189.58527568199375
390,198.96533376141915
391,200.96309875113707
392,191.6247950890056
393,173.54221482010792
394,155.45904805180805
395,137.3756819814279
396,119.29268559761455
397,101.21026752115093
398,83.1267446444747
399,65.04379858622035
400,53.596878727776605
401,92.04740309484716
402,179.586670661637
403,263.7468044467828
404,298.0154647678592
405,288.8323155715118
406,279.260176351601
407,268.16007633175354
408,253.9329295322953
409,88.61657063384887
410,103.17907539695231
411,116.53626459278819
412,141.25876132316628
413,181.00484721006814
414,222.83141364600064
415,245.38590843123666
416,251.1907593253336
417,256.9515175344702
418,262.7108661920634
419,268.46979162134386
420,267.68634968196085
421,253.50183111017833
422,232.45243258602457
423,211.4034279295986
424,201.2376045419829
425,202.40855266846276
426,204.03107736361537
427,194.86387800477138
428,174.91232352043366
429,154.4116659614419
430,133.36232426403504
431,112.31356904542933
432,91.26540046768406
433,311.46154623551655
434,291.98185355164946
435,272.50231751870206
436,253.0225290555933
437,233.542974839739
438,219.8198779078454
439,221.89802592435677
440,208.17521891687846
441,188.69559330444582
442,169.21520215227542
443,149.73527032452097
444,130.2555830391684
445,110.77632019806211
446,91.2965672541188
447,71.81526813607844
448,52.33539273015
449,38.01777281786238
450,55.78507681824216
451,121.4673394694197
452,216.50030996949752
453,284.1915647785363
454,314.1669245731081
455,324.76866005757324
456,330.9397880300399
