Line,New_Trans_Capacity,Cost_Trans_Capacity,Line_Max_Flow_MW,bus0,bus0_x,bus0_y,bus1,bus1_x,bus1_y
100,10000.0,121.68138,4754.687313,GB0 1,-0.47201781,53.45202885,GB0 3,-0.246946057,51.61425295
101,5352.867,72.20428,4754.687313,GB0 1,-0.47201781,53.45202885,GB0 7,0.657501167,51.52831217
102,1270.482,7.425465,10250.23657,GB0 1,-0.47201781,53.45202885,GB0 9,-1.457966915,54.11853474
103,4.782109999999999e-07,2.7862888e-09,4754.687313,GB0 10,-3.893280333,53.07477867,GB0 4,-2.583252,53.481137
104,2532.377,16.371222,9509.374626,GB0 11,-4.315338333,50.75944683,GB0 6,-3.314649048,51.51069342
105,8383.905999999999,71.62043,1481.723886,GB0 12,-4.583752346,56.63473439,GB0 2,-2.523868924,57.27694489
106,10000.0,66.37384,8165.944969,GB0 12,-4.583752346,56.63473439,GB0 5,-3.699947108,55.75794503
107,6272.7695,68.41038,2963.447771,GB0 2,-2.523868924,57.27694489,GB0 5,-3.699947108,55.75794503
108,1.0275385e-06,3.858291e-09,19311.80131,GB0 3,-0.246946057,51.61425295,GB0 7,0.657501167,51.52831217
109,10000.0,53.884037,9509.374626,GB0 3,-0.246946057,51.61425295,GB0 8,-1.438350688,51.27572538
110,10000.0,156.27272,2377.343656,GB0 4,-2.583252,53.481137,GB0 5,-3.699947108,55.75794503
111,3.1838705e-06,1.9358268e-08,6684.221084,GB0 4,-2.583252,53.481137,GB0 9,-1.457966915,54.11853474
112,10000.0,137.64137,3859.067542,GB0 5,-3.699947108,55.75794503,GB0 9,-1.457966915,54.11853474
113,10000.0,78.84233,8613.754855,GB0 6,-3.314649048,51.51069342,GB0 8,-1.438350688,51.27572538
114,4.8376464e-07,8.133883e-09,2377.343656,IT1 0,16.31927489,39.05643656,IT1 6,14.45419306,41.166062
115,3014.4653,33.417496,1188.671828,IT1 0,16.31927489,39.05643656,IT1 7,17.06463909,40.63484909
116,2894.2013,39.598568,2377.343656,IT1 0,16.31927489,39.05643656,IT1 8,14.36385163,37.66246138
117,4156.8584,49.353348,5551.525491,IT1 1,9.23055636,45.29415845,IT1 10,10.77633958,43.87238188
118,10000.0,66.95375,10312.79824,IT1 1,9.23055636,45.29415845,IT1 5,7.804870669,45.15309588
119,5.085181999999999e-07,4.025485e-09,6348.36367,IT1 1,9.23055636,45.29415845,IT1 9,10.87104938,45.6311042
120,7.7274337e-07,6.172999e-09,3566.015485,IT1 10,10.77633958,43.87238188,IT1 11,12.06354071,44.65601435
121,835.9807999999999,12.024394,3964.434574,IT1 10,10.77633958,43.87238188,IT1 4,12.355585,42.02585706
122,1.2049025e-06,1.4002217e-08,1985.510007,IT1 10,10.77633958,43.87238188,IT1 9,10.87104938,45.6311042
123,441.16187,6.7735496,1188.671828,IT1 11,12.06354071,44.65601435,IT1 2,13.57610536,42.60439245
124,2.778356e-06,2.5076357e-08,5949.944581,IT1 11,12.06354071,44.65601435,IT1 3,12.8495571,45.90608157
125,226.8191,1.9285235,2775.762746,IT1 11,12.06354071,44.65601435,IT1 9,10.87104938,45.6311042
126,3.0980774e-07,2.1929119e-09,1587.090917,IT1 2,13.57610536,42.60439245,IT1 4,12.355585,42.02585706
127,208.65983,2.1766937,1587.090917,IT1 2,13.57610536,42.60439245,IT1 6,14.45419306,41.166062
128,1.8267723e-06,1.6973598e-08,1587.090917,IT1 3,12.8495571,45.90608157,IT1 9,10.87104938,45.6311042
129,1688.7814,19.953573,3566.015485,IT1 4,12.355585,42.02585706,IT1 6,14.45419306,41.166062
130,7650.322,103.213135,3566.015485,IT1 6,14.45419306,41.166062,IT1 7,17.06463909,40.63484909
131,280.3277,20.35488,400.0,ES4 0,2.7388916,39.6729018,ES1 1,-0.498247314,40.7899949
132,1.5649608e-07,2.1134372e-08,1000.0,IT1 4,12.355585,42.02585706,IT3 0,8.7459755,39.9681955
133,9.800242e-07,2.38275e-08,2000.0,FR1 6,1.729674829,43.51121311,ES1 4,1.532231515,41.6937861
134,10000.0,321.14584,2000.0,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
135,6.6668837e-07,2.2360153e-08,2501.0,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
136,1.5917897e-08,4.986645e-10,250.0,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
137,3.897969e-05,3.131852e-06,0.0,ES1 6,-2.896801354,42.76489618,FR1 11,-0.147786872,45.53878517
138,0.0001581628,1.0567422e-05,0.0,FR1 14,0.590475004,48.90181715,GB0 8,-1.438350688,51.27572538
139,5.925329e-05,2.4122853e-06,0.0,DE1 14,11.75030038,51.22456746,DE1 4,11.39973609,48.35883243
140,9.351705e-05,2.8187073e-06,0.0,DE1 16,7.383087925,52.70033778,DE1 8,6.782045751,51.15711695
141,6818.7494,417.00174,0.0,GB0 6,-3.314649048,51.51069342,FR1 2,-1.259489523,47.53739283
142,9.081587400000001e-05,4.1726844e-06,0.0,DE1 5,9.656115621,53.77222271,DE1 0,8.585665972,49.23105928
143,0.00019304790999999998,1.2548447e-05,0.0,GB0 8,-1.438350688,51.27572538,FR1 14,0.590475004,48.90181715
144,9.6988785e-05,2.82895e-06,0.0,DE1 8,6.782045751,51.15711695,DE1 0,8.585665972,49.23105928
145,9060.945,392.98688,0.0,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
146,3116.1628,389.07605,0.0,GB0 7,0.657501167,51.52831217,DE1 10,8.442956595,53.18344976
147,3172.3278,26.49088,300.0,IT3 0,8.7459755,39.9681955,IT1 10,10.77633958,43.87238188
