region,Resource,zone,Cluster,R_ID,SubsidyRevenue
IT1 0,IT1 0 OCGT,64,0,396,0.0
IT1 0,IT1 0 biomass,64,0,397,0.0
IT1 0,IT1 0 onwind,64,0,398,0.0
IT1 0,IT1 0 ror,64,0,399,0.0
IT1 0,IT1 0 solar,64,0,400,0.0
IT1 1,IT1 1 CCGT,65,0,401,0.0
IT1 1,IT1 1 OCGT,65,0,402,0.0
IT1 1,IT1 1 biomass,65,0,403,0.0
IT1 1,IT1 1 coal,65,0,404,0.0
IT1 1,IT1 1 geothermal,65,0,405,0.0
IT1 1,IT1 1 oil,65,0,406,0.0
IT1 1,IT1 1 onwind,65,0,407,0.0
IT1 1,IT1 1 ror,65,0,408,0.0
IT1 1,IT1 1 solar,65,0,409,0.0
IT1 10,IT1 10 CCGT,66,0,410,0.0
IT1 10,IT1 10 OCGT,66,0,411,0.0
IT1 10,IT1 10 biomass,66,0,412,0.0
IT1 10,IT1 10 coal,66,0,413,0.0
IT1 10,IT1 10 geothermal,66,0,414,0.0
IT1 10,IT1 10 offwind-ac,66,0,415,0.0
IT1 10,IT1 10 oil,66,0,416,0.0
IT1 10,IT1 10 onwind,66,0,417,0.0
IT1 10,IT1 10 ror,66,0,418,0.0
IT1 10,IT1 10 solar,66,0,419,0.0
IT1 11,IT1 11 CCGT,67,0,420,0.0
IT1 11,IT1 11 OCGT,67,0,421,0.0
IT1 11,IT1 11 biomass,67,0,422,0.0
IT1 11,IT1 11 geothermal,67,0,423,0.0
IT1 11,IT1 11 offwind-ac,67,0,424,0.0
IT1 11,IT1 11 offwind-dc,67,0,425,0.0
IT1 11,IT1 11 onwind,67,0,426,0.0
IT1 11,IT1 11 ror,67,0,427,0.0
IT1 11,IT1 11 solar,67,0,428,0.0
IT1 2,IT1 2 CCGT,68,0,429,0.0
IT1 2,IT1 2 OCGT,68,0,430,0.0
IT1 2,IT1 2 offwind-ac,68,0,431,0.0
IT1 2,IT1 2 onwind,68,0,432,0.0
IT1 2,IT1 2 ror,68,0,433,0.0
IT1 2,IT1 2 solar,68,0,434,0.0
IT1 3,IT1 3 CCGT,69,0,435,0.0
IT1 3,IT1 3 OCGT,69,0,436,0.0
IT1 3,IT1 3 coal,69,0,437,0.0
IT1 3,IT1 3 offwind-ac,69,0,438,0.0
IT1 3,IT1 3 onwind,69,0,439,0.0
IT1 3,IT1 3 ror,69,0,440,0.0
IT1 3,IT1 3 solar,69,0,441,0.0
IT1 4,IT1 4 CCGT,70,0,442,0.0
IT1 4,IT1 4 OCGT,70,0,443,0.0
IT1 4,IT1 4 biomass,70,0,444,0.0
IT1 4,IT1 4 coal,70,0,445,0.0
IT1 4,IT1 4 geothermal,70,0,446,0.0
IT1 4,IT1 4 offwind-ac,70,0,447,0.0
IT1 4,IT1 4 oil,70,0,448,0.0
IT1 4,IT1 4 onwind,70,0,449,0.0
IT1 4,IT1 4 ror,70,0,450,0.0
IT1 4,IT1 4 solar,70,0,451,0.0
IT1 5,IT1 5 CCGT,71,0,452,0.0
IT1 5,IT1 5 OCGT,71,0,453,0.0
IT1 5,IT1 5 biomass,71,0,454,0.0
IT1 5,IT1 5 geothermal,71,0,455,0.0
IT1 5,IT1 5 onwind,71,0,456,0.0
IT1 5,IT1 5 ror,71,0,457,0.0
IT1 5,IT1 5 solar,71,0,458,0.0
IT1 6,IT1 6 CCGT,72,0,459,0.0
