Line,New_Trans_Capacity,Cost_Trans_Capacity,Line_Max_Flow_MW,bus0,bus0_x,bus0_y,bus1,bus1_x,bus1_y
78,8942.862,89.79172,5558.110931,FR1 13,-3.25128578,48.2650637,FR1 2,-1.259489523,47.53739283
79,8882.0095,107.828384,11103.05098,FR1 14,0.590475004,48.90181715,FR1 2,-1.259489523,47.53739283
80,5.8960340000000005e-06,7.847268e-08,2377.343656,FR1 14,0.590475004,48.90181715,FR1 3,2.424028616,50.53222179
81,10000.0,79.35919,10306.2128,FR1 14,0.590475004,48.90181715,FR1 7,2.412112342,48.81161936
82,9277.526,121.06423,4362.853663,FR1 15,3.785280059,47.87312765,FR1 16,4.896736931,46.04814359
83,1833.1728,21.193,5159.691842,FR1 15,3.785280059,47.87312765,FR1 4,5.960518626,48.861879
84,5.9756699999999997e-05,5.165171e-07,19822.17287,FR1 15,3.785280059,47.87312765,FR1 7,2.412112342,48.81161936
85,10000.0,163.93231,1195.257268,FR1 16,4.896736931,46.04814359,FR1 17,7.098681163,48.02632462
86,9999.998,152.05537,796.8381785,FR1 16,4.896736931,46.04814359,FR1 18,3.784670783,43.88377687
87,1.3230792e-06,1.9916943e-08,5551.525491,FR1 16,4.896736931,46.04814359,FR1 9,5.073192987,43.77171846
88,1.0060234e-06,7.480287e-09,7138.616409,FR1 17,7.098681163,48.02632462,FR1 4,5.960518626,48.861879
89,5312.8166,53.731834,4369.439103,FR1 18,3.784670783,43.88377687,FR1 6,1.729674829,43.51121311
90,1689.6085,10.445465,4369.439103,FR1 18,3.784670783,43.88377687,FR1 9,5.073192987,43.77171846
91,10000.0,113.609665,7537.035498,FR1 3,2.424028616,50.53222179,FR1 7,2.412112342,48.81161936
92,9999.999000000002,57.81126,6348.36367,FR1 5,6.28574034,43.77942318,FR1 9,5.073192987,43.77171846
93,10000.0,115.54203,398.4190892,FR1 5,6.28574034,43.77942318,IT1 5,7.804870669,45.15309588
94,1167.7796,12.069283,3174.181835,FR1 6,1.729674829,43.51121311,FR1 8,-0.428850811,43.53302298
95,5.680101700000001e-06,4.9380603e-08,3859.067542,GB0 0,-1.911525561,52.46122491,GB0 1,-0.47201781,53.45202885
96,9646.615,69.88571,4754.687313,GB0 0,-1.911525561,52.46122491,GB0 4,-2.583252,53.481137
97,9999.999000000002,84.81722,2377.343656,GB0 0,-1.911525561,52.46122491,GB0 6,-3.314649048,51.51069342
98,3.8037165e-07,3.0664902e-09,7132.030969,GB0 0,-1.911525561,52.46122491,GB0 8,-1.438350688,51.27572538
99,5.343739e-07,5.9253185e-09,1481.723886,GB0 0,-1.911525561,52.46122491,GB0 9,-1.457966915,54.11853474
100,1081.0455000000002,13.154311,4754.687313,GB0 1,-0.47201781,53.45202885,GB0 3,-0.246946057,51.61425295
101,8973.338,121.04044,4754.687313,GB0 1,-0.47201781,53.45202885,GB0 7,0.657501167,51.52831217
102,2.3529445e-06,1.37520315e-08,10250.23657,GB0 1,-0.47201781,53.45202885,GB0 9,-1.457966915,54.11853474
103,2202.6922999999997,12.833949,4754.687313,GB0 10,-3.893280333,53.07477867,GB0 4,-2.583252,53.481137
104,2633.4390000000003,17.024563,9509.374626,GB0 11,-4.315338333,50.75944683,GB0 6,-3.314649048,51.51069342
105,5600.237,47.84063,1481.723886,GB0 12,-4.583752346,56.63473439,GB0 2,-2.523868924,57.27694489
106,10000.0,66.37384,8165.944969,GB0 12,-4.583752346,56.63473439,GB0 5,-3.699947108,55.75794503
107,3408.3554999999997,37.171284,2963.447771,GB0 2,-2.523868924,57.27694489,GB0 5,-3.699947108,55.75794503
108,3.7860755e-06,1.4216285e-08,19311.80131,GB0 3,-0.246946057,51.61425295,GB0 7,0.657501167,51.52831217
109,10000.0,53.884037,9509.374626,GB0 3,-0.246946057,51.61425295,GB0 8,-1.438350688,51.27572538
110,10000.0,156.27272,2377.343656,GB0 4,-2.583252,53.481137,GB0 5,-3.699947108,55.75794503
111,3.339512e-07,2.0304585e-09,6684.221084,GB0 4,-2.583252,53.481137,GB0 9,-1.457966915,54.11853474
112,10000.0,137.64137,3859.067542,GB0 5,-3.699947108,55.75794503,GB0 9,-1.457966915,54.11853474
113,6894.0125,54.354004,8613.754855,GB0 6,-3.314649048,51.51069342,GB0 8,-1.438350688,51.27572538
114,1.313525e-05,2.2085244e-07,2377.343656,IT1 0,16.31927489,39.05643656,IT1 6,14.45419306,41.166062
115,601.3617,6.666522,1188.671828,IT1 0,16.31927489,39.05643656,IT1 7,17.06463909,40.63484909
116,2674.6066,36.594063,2377.343656,IT1 0,16.31927489,39.05643656,IT1 8,14.36385163,37.66246138
117,3014.7893,35.793846,5551.525491,IT1 1,9.23055636,45.29415845,IT1 10,10.77633958,43.87238188
118,10000.0,66.95375,10312.79824,IT1 1,9.23055636,45.29415845,IT1 5,7.804870669,45.15309588
119,193.00596000000002,1.527856,6348.36367,IT1 1,9.23055636,45.29415845,IT1 9,10.87104938,45.6311042
120,3.640734e-07,2.9083715e-09,3566.015485,IT1 10,10.77633958,43.87238188,IT1 11,12.06354071,44.65601435
121,1096.4357,15.770666,3964.434574,IT1 10,10.77633958,43.87238188,IT1 4,12.355585,42.02585706
122,8.829901000000001e-06,1.0261261e-07,1985.510007,IT1 10,10.77633958,43.87238188,IT1 9,10.87104938,45.6311042
123,2194.6776,33.696835,1188.671828,IT1 11,12.06354071,44.65601435,IT1 2,13.57610536,42.60439245
124,5.9794365000000006e-06,5.3968062e-08,5949.944581,IT1 11,12.06354071,44.65601435,IT1 3,12.8495571,45.90608157
125,8.2907353e-07,7.049177e-09,2775.762746,IT1 11,12.06354071,44.65601435,IT1 9,10.87104938,45.6311042
126,8.215105000000001e-07,5.8148966e-09,1587.090917,IT1 2,13.57610536,42.60439245,IT1 4,12.355585,42.02585706
127,3491.359,36.421093,1587.090917,IT1 2,13.57610536,42.60439245,IT1 6,14.45419306,41.166062
128,9.0023167e-07,8.364573e-09,1587.090917,IT1 3,12.8495571,45.90608157,IT1 9,10.87104938,45.6311042
129,1804.1282999999999,21.316439,3566.015485,IT1 4,12.355585,42.02585706,IT1 6,14.45419306,41.166062
130,8431.219000000001,113.74849,3566.015485,IT1 6,14.45419306,41.166062,IT1 7,17.06463909,40.63484909
131,560.3366,40.686607,400.0,ES4 0,2.7388916,39.6729018,ES1 1,-0.498247314,40.7899949
132,1.0360596999999998e-06,1.3991705e-07,1000.0,IT1 4,12.355585,42.02585706,IT3 0,8.7459755,39.9681955
133,6.757859e-06,1.6430502e-07,2000.0,FR1 6,1.729674829,43.51121311,ES1 4,1.532231515,41.6937861
134,10000.0,321.14584,2000.0,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
135,3.4940253e-07,1.1718659e-08,2501.0,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
136,3.4145273e-06,1.0696787e-07,250.0,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
137,0.00016466586,1.3230201e-05,0.0,ES1 6,-2.896801354,42.76489618,FR1 11,-0.147786872,45.53878517
138,0.002371657,0.00015845888,0.0,FR1 14,0.590475004,48.90181715,GB0 8,-1.438350688,51.27572538
139,0.00019165142,7.802401e-06,0.0,DE1 14,11.75030038,51.22456746,DE1 4,11.39973609,48.35883243
140,0.00031331619999999997,9.443697e-06,0.0,DE1 16,7.383087925,52.70033778,DE1 8,6.782045751,51.15711695
141,9435.328,577.019,0.0,GB0 6,-3.314649048,51.51069342,FR1 2,-1.259489523,47.53739283
142,0.00022959945,1.0549324e-05,0.0,DE1 5,9.656115621,53.77222271,DE1 0,8.585665972,49.23105928
143,376.96728,24.503523,0.0,GB0 8,-1.438350688,51.27572538,FR1 14,0.590475004,48.90181715
144,0.00032815973,9.5717e-06,0.0,DE1 8,6.782045751,51.15711695,DE1 0,8.585665972,49.23105928
145,10000.0,433.71515,0.0,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
146,10000.0,1248.5742,0.0,GB0 7,0.657501167,51.52831217,DE1 10,8.442956595,53.18344976
147,3533.4077,29.506117,300.0,IT3 0,8.7459755,39.9681955,IT1 10,10.77633958,43.87238188
