Line,Existing_Trans_Capacity,New_Trans_Capacity,Total_Pipes,Fixed_Cost_Pipes,Pipe_length_miles,bus0,bus0_x,bus0_y,bus1,bus1_x,bus1_y
59,0.0,9.329818,0.46187216,9062238.0,264.83273066022,FR1 0,2.285930386191887,46.4165117639593,FR1 11,-0.1477868720375819,45.53878517204548
60,0.0,0.25475553,0.012611659,189194.45,202.4856022457941,FR1 0,2.285930386191887,46.4165117639593,FR1 12,2.8376376341268723,45.01155887416662
61,0.0,5.347573,0.26473132,4847098.0,247.1351089284103,FR1 0,2.285930386191887,46.4165117639593,FR1 15,3.78528005906954,47.87312764625944
62,0.0,0.00023851333,1.180759e-05,224.10042,256.1765499907264,FR1 0,2.285930386191887,46.4165117639593,FR1 16,4.896736930824648,46.04814358794511
63,0.0,0.6246107,0.030921323,763121.4,333.11450675565777,FR1 0,2.285930386191887,46.4165117639593,FR1 7,2.412112342234826,48.81161935613287
64,0.0,0.00026017302,1.2879853e-05,376.59485,394.6585200442106,FR1 1,6.1072747878787865,45.52201024242424,FR1 15,3.78528005906954,47.87312764625944
65,0.0,6.8929925,0.34123728,3495270.0,138.25545352184983,FR1 1,6.1072747878787865,45.52201024242424,FR1 16,4.896736930824648,46.04814358794511
66,0.0,22.485806,1.1131587,29742362.0,360.64205748346114,FR1 1,6.1072747878787865,45.52201024242424,FR1 17,7.098681162538576,48.02632462435081
67,0.0,2.9904633e-05,1.4804274e-06,26.635931,242.850359100776,FR1 1,6.1072747878787865,45.52201024242424,FR1 5,6.285740340299904,43.779423181195554
68,0.0,44.72971,2.214342,28479930.0,173.60098158849965,FR1 1,6.1072747878787865,45.52201024242424,IT1 5,7.804870668635753,45.153095876777606
69,0.0,3.242e-05,1.6049506e-06,31.786392,267.3237641097471,FR1 10,3.9989213172754456,49.79126178855921,FR1 15,3.78528005906954,47.87312764625944
70,0.0,15.732051,0.7788144,10038744.0,173.98162366307744,FR1 10,3.9989213172754456,49.79126178855921,FR1 3,2.42402861595888,50.53222179402777
71,0.0,12.08363,0.5981995,9735875.0,219.6781926513379,FR1 10,3.9989213172754456,49.79126178855921,FR1 4,5.960518625870406,48.86187900010679
72,0.0,4.7245612e-05,2.3388916e-06,34.31744,198.0444863503704,FR1 10,3.9989213172754456,49.79126178855921,FR1 7,2.412112342234826,48.81161935613287
73,0.0,28.151884,1.3936576,30709720.0,297.4251866931009,FR1 11,-0.1477868720375819,45.53878517204548,FR1 2,-1.259489522917447,47.53739282689119
74,0.0,3.1727894e-05,1.5706878e-06,39.293663,337.6685555214505,FR1 11,-0.1477868720375819,45.53878517204548,FR1 6,1.729674828609724,43.51121310716024
75,0.0,0.7525538,0.03725514,773316.9,280.17495531219873,FR1 11,-0.1477868720375819,45.53878517204548,FR1 8,-0.4288508114936827,43.533022984491794
76,0.0,9.7712094e-05,4.837232e-06,65.496826,182.7600654019463,FR1 12,2.8376376341268723,45.01155887416662,FR1 18,3.784670782608696,43.88377686956522
77,0.0,3.7588289,0.18608063,3252163.5,235.90067669468883,FR1 12,2.8376376341268723,45.01155887416662,FR1 6,1.729674828609724,43.51121310716024
78,0.0,0.5414617,0.026805034,419742.3,211.3607619477124,FR1 13,-3.251285779517703,48.26506370373863,FR1 2,-1.259489522917447,47.53739282689119
79,0.0,38.24101,1.8931193,35843172.0,255.5562175805337,FR1 14,0.5904750041596424,48.901817147533365,FR1 2,-1.259489522917447,47.53739282689119
80,0.0,4.6277593e-05,2.2909699e-06,47.553722,280.170965979738,FR1 14,0.5904750041596424,48.901817147533365,FR1 3,2.42402861595888,50.53222179402777
81,0.0,63.701416,3.1535356,39030270.0,167.05591621374964,FR1 14,0.5904750041596424,48.901817147533365,FR1 7,2.412112342234826,48.81161935613287
82,0.0,8.19104e-05,4.0549703e-06,82.52357,274.69344727070643,FR1 15,3.78528005906954,47.87312764625944,FR1 16,4.896736930824648,46.04814358794511
83,0.0,1.7367549,0.085977964,1550182.5,243.362497399592,FR1 15,3.78528005906954,47.87312764625944,FR1 4,5.960518625870406,48.86187900010679
84,0.0,0.40137324,0.01986996,267856.25,181.95446921262743,FR1 15,3.78528005906954,47.87312764625944,FR1 7,2.412112342234826,48.81161935613287
85,0.0,24.063675,1.191271,30456622.0,345.0874465396003,FR1 16,4.896736930824648,46.04814358794511,FR1 17,7.098681162538576,48.02632462435081
86,0.0,14.236867,0.70479536,16713658.0,320.0858245471899,FR1 16,4.896736930824648,46.04814358794511,FR1 18,3.784670782608696,43.88377686956522
87,0.0,6.697049e-05,3.3153708e-06,77.83511,316.8848281236117,FR1 16,4.896736930824648,46.04814358794511,FR1 9,5.073192987178199,43.771718460484735
88,0.0,0.00024989658,1.2371117e-05,143.45831,156.52178548905516,FR1 17,7.098681162538576,48.02632462435081,FR1 4,5.960518625870406,48.86187900010679
89,0.0,17.285475,0.8557166,13497191.0,212.8979295735696,FR1 18,3.784670782608696,43.88377686956522,FR1 6,1.729674828609724,43.51121310716024
90,0.0,0.56552505,0.02799629,269928.56,130.13865746607772,FR1 18,3.784670782608696,43.88377686956522,FR1 9,5.073192987178199,43.771718460484735
91,0.0,0.4970949,0.024608659,436023.44,239.15522850130984,FR1 3,2.42402861595888,50.53222179402777,FR1 7,2.412112342234826,48.81161935613287
92,0.0,1.178259,0.058329657,525906.44,121.6962152744523,FR1 5,6.285740340299904,43.779423181195554,FR1 9,5.073192987178199,43.771718460484735
93,0.0,63.89098,3.1629198,56994744.0,243.2229793313354,FR1 5,6.285740340299904,43.779423181195554,IT1 5,7.804870668635753,45.153095876777606
94,0.0,0.026822781,0.0013278604,21403.246,217.56309054138669,FR1 6,1.729674828609724,43.51121310716024,FR1 8,-0.4288508114936827,43.533022984491794
95,0.0,9.690718e-05,4.797385e-06,65.04463,183.00582088925228,GB0 0,-1.9115255609602528,52.46122491282156,GB0 1,-0.4720178099735996,53.45202884546524
96,0.0,0.000110188,5.4548514e-06,61.631535,152.50288415766363,GB0 0,-1.9115255609602528,52.46122491282156,GB0 4,-2.583252000000002,53.481137
97,0.0,1.6345608,0.080918856,1070386.0,178.5454087622211,GB0 0,-1.9115255609602528,52.46122491282156,GB0 6,-3.3146490483229205,51.51069342086891
98,0.0,3.080837e-05,1.5251667e-06,19.175974,169.70634479012,GB0 0,-1.9115255609602528,52.46122491282156,GB0 8,-1.4383506875000005,51.275725375
99,0.0,4.782986e-05,2.367815e-06,40.946884,233.4162567949229,GB0 0,-1.9115255609602528,52.46122491282156,GB0 9,-1.457966915427565,54.11853474215842
100,0.0,9.20115e-05,4.5550246e-06,86.44134,256.14669244748615,GB0 1,-0.4720178099735996,53.45202884546524,GB0 3,-0.2469460565586441,51.61425294670557
101,0.0,5.123141e-05,2.5362085e-06,53.354134,283.94948893773,GB0 1,-0.4720178099735996,53.45202884546524,GB0 7,0.6575011666666645,51.528312166666666
102,0.0,0.00032384554,1.6031956e-05,146.13301,123.03247749166655,GB0 1,-0.4720178099735996,53.45202884546524,GB0 9,-1.457966915427565,54.11853474215842
103,0.0,0.00034864995,1.72599e-05,156.83803,122.6510060576338,GB0 10,-3.89328033333334,53.07477866666667,GB0 4,-2.583252000000002,53.481137
104,0.0,0.41544792,0.02056673,207359.8,136.08721496817108,GB0 11,-4.315338333333333,50.759446833333335,GB0 6,-3.3146490483229205,51.51069342086891
105,0.0,1.1804177,0.05843652,778540.94,179.8270899377385,GB0 12,-4.583752345871128,56.63473439448657,GB0 2,-2.523868924058204,57.2769448938867
106,0.0,35.39894,1.7524229,18140218.0,139.72096472341332,GB0 12,-4.583752345871128,56.63473439448657,GB0 5,-3.699947107555958,55.75794503495423
107,0.0,2.7648628e-05,1.3687439e-06,23.280457,229.57642254992288,GB0 2,-2.523868924058204,57.2769448938867,GB0 5,-3.699947107555958,55.75794503495423
108,0.0,4.512582,0.22339512,1308209.1,79.04264239472442,GB0 3,-0.2469460565586441,51.61425294670557,GB0 7,0.6575011666666645,51.528312166666666
109,0.0,21.081194,1.0436234,8770222.0,113.42916934460632,GB0 3,-0.2469460565586441,51.61425294670557,GB0 8,-1.4383506875000005,51.275725375
110,0.0,9.950107,0.49257955,12005111.0,328.9635605988085,GB0 4,-2.583252000000002,53.481137,GB0 5,-3.699947107555958,55.75794503495423
111,0.0,3.723474e-05,1.843304e-06,17.478924,127.9899049912176,GB0 4,-2.583252000000002,53.481137,GB0 9,-1.457966915427565,54.11853474215842
112,0.0,17.395,0.8611387,18485394.0,289.7434376662303,GB0 5,-3.699947107555958,55.75794503495423,GB0 9,-1.457966915427565,54.11853474215842
113,0.0,0.0017603152,8.714431e-05,1071.532,165.96789341455607,GB0 6,-3.3146490483229205,51.51069342086891,GB0 8,-1.4383506875000005,51.275725375
114,0.0,3.719732e-05,1.8414514e-06,48.287056,353.9390251636964,IT1 0,16.319274888888888,39.05643655555556,IT1 6,14.454193055555557,41.166062
115,0.0,0.0002507438,1.2413058e-05,214.60954,233.3609598607713,IT1 0,16.319274888888888,39.05643655555556,IT1 7,17.06463909090909,40.63484909090909
116,0.0,8.226745,0.40726462,8690286.0,288.01517460509393,IT1 0,16.319274888888888,39.05643655555556,IT1 8,14.363851625,37.662461375
117,0.0,29.493399,1.4600692,27035316.0,249.9286247244626,IT1 1,9.230556359507956,45.29415845141039,IT1 10,10.77633958485252,43.87238187528471
118,0.0,113.75715,5.6315417,58804264.0,140.941699376702,IT1 1,9.230556359507956,45.29415845141039,IT1 5,7.804870668635753,45.153095876777606
119,0.0,24.91042,1.233189,15224673.0,166.6388703713588,IT1 1,9.230556359507956,45.29415845141039,IT1 9,10.871049384222868,45.6311041992224
120,0.0,6.19504e-05,3.0668516e-06,38.20853,168.1611022141201,IT1 10,10.77633958485252,43.87238187528471,IT1 11,12.063540710654646,44.65601434632738
121,0.0,11.488415,0.5687334,12757990.0,302.78301616664066,IT1 10,10.77633958485252,43.87238187528471,IT1 4,12.355585,42.0258570625
122,0.0,3.2770815e-05,1.6223177e-06,29.402714,244.6298908638973,IT1 10,10.77633958485252,43.87238187528471,IT1 9,10.871049384222868,45.6311041992224
123,0.0,1.6117575,0.07978998,1910615.6,323.2086392569206,IT1 11,12.063540710654646,44.65601434632738,IT1 2,13.576105363636362,42.604392454545454
124,0.0,2.9331772e-05,1.4520679e-06,20.439491,189.9945577765058,IT1 11,12.063540710654646,44.65601434632738,IT1 3,12.849557095238094,45.90608157142857
125,0.0,4.189464,0.20739922,2750167.0,178.98224449440104,IT1 11,12.063540710654646,44.65601434632738,IT1 9,10.871049384222868,45.6311041992224
126,0.0,0.16877232,0.008355065,92232.79,149.0024821018915,IT1 2,13.576105363636362,42.604392454545454,IT1 4,12.355585,42.0258570625
127,0.0,0.00024733754,1.2244433e-05,199.2066,219.5953152359058,IT1 2,13.576105363636362,42.604392454545454,IT1 6,14.454193055555557,41.166062
128,0.0,1.4831133,0.07342145,1063944.8,195.59336340229305,IT1 3,12.849557095238094,45.90608157142857,IT1 9,10.871049384222868,45.6311041992224
129,0.0,4.2714996,0.21146038,3896573.5,248.7206644595887,IT1 4,12.355585,42.0258570625,IT1 6,14.454193055555557,41.166062
130,0.0,1.2556388,0.06216034,1307902.2,284.0010086284025,IT1 6,14.454193055555557,41.166062,IT1 7,17.06463909090909,40.63484909090909
131,0.0,31.476337,1.5582346,43515040.0,376.9333562042837,ES4 0,2.7388916,39.6729018,ES1 1,-0.498247313630633,40.78999490093028
132,0.0,0.00010249117,5.0738204e-06,178.35182,474.4609409903248,IT1 4,12.355585,42.0258570625,IT3 0,8.745975499999998,39.9681955
133,0.0,15.307595,0.7578018,14227654.0,253.416960921022,FR1 6,1.729674828609724,43.51121310716024,ES1 4,1.53223151519779,41.69378610486426
134,0.0,6.6906543,0.3312205,5089107.0,207.38738922833235,GB0 7,0.6575011666666645,51.528312166666666,FR1 3,2.42402861595888,50.53222179402777
135,0.0,13.514264,0.669023,12045109.0,243.01197984460177,GB0 5,-3.699947107555958,55.75794503495423,GB5 0,-6.097540942585512,54.668778749066895
136,0.0,13.514263,0.6690229,12045108.0,243.01197984460177,GB0 5,-3.699947107555958,55.75794503495423,GB5 0,-6.097540942585512,54.668778749066895
137,0.0,46.045937,2.2795017,79884200.0,473.01937163833134,ES1 6,-2.8968013540051976,42.7648961811579,FR1 11,-0.1477868720375819,45.53878517204548
138,0.0,12.199781,0.6039496,16836202.0,376.2715917603242,FR1 14,0.5904750041596424,48.901817147533365,GB0 8,-1.4383506875000005,51.275725375
139,0.0,2.6912632e-05,1.3323086e-06,39.43905,399.5577983771517,DE1 14,11.750300384615384,51.22456746153846,DE1 4,11.399736085399406,48.35883243095018
140,0.0,0.00029644754,1.467562e-05,239.84697,220.5950436523095,DE1 16,7.383087924978485,52.70033777690464,DE1 8,6.782045751405716,51.15711694730057
141,0.0,7.5661535,0.37456205,16164456.0,582.4991866367234,GB0 6,-3.3146490483229205,51.51069342086891,FR1 2,-1.259489522917447,47.53739282689119
142,0.0,1.3020795e-05,6.4459385e-07,30.465073,637.9315281296251,DE1 5,9.656115621028528,53.772222705953226,DE1 0,8.585665971628911,49.23105928069339
143,0.0,12.199783,0.60394967,16836204.0,376.2715917603242,GB0 8,-1.4383506875000005,51.275725375,FR1 14,0.5904750041596424,48.901817147533365
144,0.0,2.3465382e-05,1.1616526e-06,26.861067,312.1080783473017,DE1 8,6.782045751405716,51.15711694730057,DE1 0,8.585665971628911,49.23105928069339
145,0.0,6.6906543,0.3312205,5089107.0,207.38738922833235,GB0 7,0.6575011666666645,51.528312166666666,FR1 3,2.42402861595888,50.53222179402777
146,0.0,105.13857,5.2048798,269689820.0,699.3777780206126,GB0 7,0.6575011666666645,51.528312166666666,DE1 10,8.442956595095849,53.183449756764006
147,0.0,2.1700558e-05,1.0742851e-06,46.30704,581.8157278852775,IT3 0,8.745975499999998,39.9681955,IT1 10,10.77633958485252,43.87238187528471
