Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,Zone27,Zone28,Zone29,Zone30,Zone31,Zone32,Zone33,Zone34,Zone35,Zone36,Zone37,Zone38,Zone39,Zone40,Zone41,Zone42,Zone43,Zone44,Zone45,Zone46,Zone47,Zone48,Zone49,Zone50,Zone51,Zone52,Zone53,Zone54,Zone55,Zone56,Zone57,Zone58,Zone59,Zone60,Zone61,Zone62,Zone63,Zone64,Zone65,Zone66,Zone67,Zone68,Zone69,Zone70,Zone71,Zone72,Zone73,Zone74,Zone75,Zone76
33.97947153609074,3788.4000369298383,7701.243037710482,53.68888038881524,4329.311715249555,1100.91305018775,9352.014298454058,1897.715487539415,49506.8290912484,16586.962974918908,561.8863018357514,6538.979040306129,18968.51644487276,15363.51167062152,32330.770934305787,59003.895277831165,7985.968352505577,30924.017179395934,23913.004587858788,8100.21492634214,272.580437204615,23776.783820692643,41139.068039444464,38320.4936069696,55982.57054963239,56558.539631854255,11816.457415775303,33113.33611406941,5311.677269797713,25734.929396194373,66.5988212157365,39073.185578670724,93690.30600890171,1973.7988098542369,178.67653166538634,5033.505793375644,20874.93203498698,27358.21388989225,4008.8231410254994,439.58223290225783,6049.018028755975,22980.26210819493,7607.2173919944835,87.6992186901503,18237.904387306688,3072.794422993467,20363.28145499736,833.8574184987704,12665.976725957815,11564.511552466047,43592.60031158101,963.421982578561,4128.7739519570205,5256.273068062948,3658.711983341372,59345.753089538215,23003.286469999224,19624.635593103587,15832.652038064034,25127.6153614494,16187.9311655525,7176.214703296199,5039.580025059633,10806.035841197689,19490.304608826427,4984.406785589696,7159.585117495067,15924.765094911301,14504.38388540642,69085.90924454347,17530.743720703922,45654.626579840166,24097.99867942708,45703.09047466386,1013.3108252017225,30006.12922172134
