Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,Zone27,Zone28,Zone29,Zone30,Zone31,Zone32,Zone33,Zone34,Zone35,Zone36,Zone37,Zone38,Zone39,Zone40,Zone41,Zone42,Zone43,Zone44,Zone45,Zone46,Zone47,Zone48,Zone49,Zone50,Zone51,Zone52,Zone53,Zone54,Zone55,Zone56,Zone57,Zone58,Zone59,Zone60,Zone61,Zone62,Zone63,Zone64,Zone65,Zone66,Zone67,Zone68,Zone69,Zone70,Zone71,Zone72,Zone73,Zone74,Zone75,Zone76
cH2Total,2.6765045344570248e10,888966.5216925385,1.6226995467487633e7,2.7466335223881024e8,4.282329058944005e6,7.23787809745442e7,3.802609634398849e6,5.403553150469929e7,3.0554394862597533e7,2.683350991750829e9,9.127794173543675e7,1.0430882943663444e7,4.0974833770170555e7,9.897467409918219e7,1.866380340197298e8,2.5854736369988495e8,2.693816171099747e9,3.466931270721637e7,2.8944497041837996e8,2.2453268946747074e8,3.96841053230671e7,8.971107085925791e6,8.086016659841558e7,3.138999735377076e8,2.870076885438068e8,3.7836890308218634e8,4.133176218164757e8,6.6180307402109206e7,1.4002992374085438e8,2.4769304275692765e7,4.111768445770405e8,2.12560258145835e6,1.701229236752979e8,4.223545100640368e9,4.709294637091042e7,5.675599696254932e6,3.711731488941556e7,1.686563547123642e9,1.1429952622386846e8,6.4357425768189885e7,1.0249873890306786e7,3.695558147784597e7,1.347676747371718e8,5.912685715901914e8,2.943546150075898e6,1.2654248777597001e8,5.922913394271206e7,3.749867985799129e8,1.5939775361051178e7,9.509750522343598e7,1.2737300774034275e8,1.2355339775786135e9,7.928124838894477e6,1.978935534258961e7,3.6441271286528e7,2.5039889811389033e7,7.135082519633975e8,1.0835059043314078e9,1.908575402143304e8,1.186277355934997e8,1.505598546094161e8,1.0484150745053163e8,5.178759801404534e8,2.6068233311433226e7,1.2598921144913438e8,2.4353302950432205e8,6.309679276188901e7,5.986448689580093e7,1.388942203798349e8,1.2130468061919484e8,4.4615042074997836e8,6.5938340879342705e7,3.364716391310402e8,2.20830919231856e8,3.560573307434661e8,2.3975829570136625e7,2.2200900114428714e8
cH2Fix_Gen,8.119622026388068e9,185.0846975973708,1.6064892120917711e7,8.152448227817357e7,26.91921384021765,88.30096630874665,3.802578766673159e6,4.204746791529774e7,1.7993881167602914e6,7.39276186355874e8,8.990065953771146e7,50.37953795701956,1.8525762582791038e7,8.242495374175403e7,1.0455985299285412e7,4.349412764563306e7,7.522427747452028e8,2.6428694296493575e7,6.08817013176224e7,6.6333356984967165e7,3.621112415933395e7,113.08729119859977,7.31809252714992e7,1.3264830900216518e8,1.1599171325358002e8,1.3054040291251864e8,1.4571032818645746e8,2.8731817665362827e7,1.0369796655280925e8,1.7224403150646776e7,7.010103721891607e7,40.87543420882077,1.509771249690075e8,1.3208331729199772e9,35.90827691673844,325.4479056648258,1.898147126542807e7,5.176424563689178e8,1.1429950030151384e8,2.7471282802208145e6,126.56836237320073,1.8920209465530217e7,8.656446108297856e7,1.8151884712142912e8,129.2263867005629,4.283657461232417e7,371797.5479519277,77.53874598286117,756165.4141078502,3.6978224699247435e7,5.0377074394668885e7,5.45031976212981e8,4.675895044117199e6,1.5005256238374766e7,3.1206177108161673e7,1.1630550362688495e7,1.253080318517761e8,3.378932708660906e8,1.0434871633348042e8,6.99616396365204e7,1.3373484944824566e8,9.251527259582974e7,1.554899089470904e8,2.4476111411409877e7,6.215623020239825e7,49.62840737382862,4.75814663345631e6,7.077535065233014e6,8.838824623754075e7,2.934469699916234e7,1.940661606787765e8,4.1065494971682094e7,1.9287436265403506e8,1.1485168243825379e8,1.9502145769499055e8,87.80700921691958,1.056937724617841e8
cH2Fix_Liq,5.0076106824370985e9,883111.1294460705,162079.14578670432,1.240300193883313e7,4.261609070701612e6,7.203129646221118e7,4.157869009487785,1.1915617572406193e7,2.864312714491273e7,5.007103272053335e6,1.3646806326595044e6,1.0368268407841597e7,2.227252221271141e7,1.6470430517604306e7,1.751595193870021e8,2.1384909782280105e8,8.075998427618945e7,8.192842082105617e6,2.2737228117630652e8,1.5754742095442647e8,3.4480391007805895e6,8.909493452531578e6,2.732783692107466e6,1.368367603790869e8,1.2843631230298892e8,2.3875060254970944e8,2.1680353772782e8,3.724933548640286e7,2.6281257053878162e7,1.1161981394955802e6,3.149261069545899e8,2.1092939548997628e6,1.9124654667117547e7,4.1577513757364875,4.685508406208069e7,5.6318352185122585e6,1.787265750404375e7,6.042920213980895e6,4.157750058257114,6.133182743794552e7,1.0184522850054804e7,1.7882661718048498e7,4.785673640440979e7,1.5758644466940217e7,2.921677868364603e6,8.31969820452802e7,5.857667435154775e7,3.7330418754053813e8,1.509492752874066e7,5.7695673849542804e7,7.636056167611755e7,880523.6696801884,3.2253223679311066e6,3.902728509898873e6,5.108468353491759e6,1.2872093277731635e7,5.846274199844916e8,1.0580289985015324e8,8.606943199142505e7,4.835920646258012e7,1.6693423576134216e7,1.2230394996861726e7,3.58548142781293e7,201411.8268603917,2.8863394521700423e7,2.424534257241726e8,5.787068861554745e7,5.244518938770322e7,5.681110064557548e6,8.321833763889562e7,2.0614510148319158e8,2.471701560650453e7,5.735192316465587e7,4.809385691585294e7,1.023267440091414e8,2.374673166982226e7,7.691306861306176e7
cH2Fix_G2P,2.2243821011833515e7,12.834258192990383,14.274955848981717,1.139919681430106e6,13.018471163068167,11.031744144800525,11.38028562261595,15.599500638527712,28.71318868945803,4.664961168205581e6,26.068324659893737,17.887241015111655,12.43954263462432,25.402315202500247,17.61846870855474,9.784445417989751,3.4596092549272967e6,12.325521421160213,16.793928078597645,42.18829042159449,23.265662749114167,8.019334392719042,7.275198897645732,7.089720316106181,7.198781844621757,7.136992636396068,7.027867247221523,7.506706995533536,7.202749068724386,6.953339036584427,7.432586149524359,8.983581104304042,8.775100827326023,73.77423895545304,9.060281571806023,8.220609256715777,9.446217725567637,28.52479117485517,11.978752975871652,9.519249244971926,14.16687578006223,7.873355143309054,11.928935936304743,304.84615667671073,19.307427171527223,7.570628884902786,7.702781228167835,17.299849415353574,8.080200049755819,7.720301128987415,27.075364549722963,1.9949217039848112e6,21.479277742469094,8.210047737325398,11.427121387127945,9.293393049279967,18.985614373790256,6.594207679395926e6,15.166268590671189,10.594521943595318,32.95242736006293,16.69763273596144,4.388959710736675e6,9.281307600896485,6.773741043934575,11.78425165823839,9.047308507736295,7.704103125210859,6.822577988514805,7.9320735113620655,6.981728651592867,7.795051068736224,6.47221263875401,6.310822680960967,8.484843324601291,9.331845701513958,6.960860700312328
cH2Fix_Stor,1.735762994073204e8,5654.1602096141005,7.515036656589561,106715.66310595852,20676.34518783296,347380.37857978896,9.08083075286987,72427.60913686555,111848.06632415774,34115.397182895955,12572.841029839301,62543.40410429879,176531.7148975693,79261.8884061622,1.0225081187863641e6,1.2041217286145652e6,385983.1290586559,47759.743527851904,1.1909679453862743e6,651866.1803183376,24916.278254246216,61449.41240683111,4.946417688490787e6,1.298752207506627e7,1.0331006778477337e7,9.077860498446578e6,6.727206058315792e6,199131.91612506166,1.0050664022442078e7,1.1477934975152696e6,6.430816715568053e6,16256.30548320851,21131.061127326946,7.873321593324203,237813.98899015368,43425.762499353994,263173.59908352274,48276.284608508606,7.399127594281381,278457.0957117879,65207.46900024994,152696.15870873214,346462.66711824544,130141.05463137926,21717.034788954188,508916.17636587314,280646.1791341086,1.6825137114354938e6,88668.04815952016,423592.88164567616,635341.3008949108,4570.654330825734,26882.982113442904,881359.238145815,126611.47638614081,537233.8301433,3.572778238362524e6,607906.8756375205,439373.8104248048,306875.84070137143,131545.48096492357,95820.36950689899,277149.18011537706,1.3906977708588063e6,4.380152799565255e6,1.079534652994325e6,467923.8244741731,341597.6287976336,6.26816473755631e6,796311.7539621736,1.8289186310917325e7,155816.9224401951,1.853073936748835e7,1.0148713977239674e7,2.1377830990010228e7,228982.89496594886,1.0350349896548145e7
cH2Var,1.049090052569934e10,2.954254515159991,2.000901503868895,1.7944993786845684e8,3.3046910425117377,4.504781852801326,5.9706445006725914,2.335823913289383,1.7217157620592338,1.934198737659971e9,1.7217029036341722,2.246412995191282,4.502409196790164,1.7056463684598484,3.0351316444210026,6.488907119397919,1.8568392830933115e9,3.946423590768857,2.6931494378033007,1.684189021681584,1.6376868795454502,42.83614166032539,32.522000631964886,3.1427374829406254e7,3.224864886815282e7,29.853388502429553,4.407654266720373e7,14.656418857687095,28.68824663890554,5.280902389807628e6,1.9718876115553934e7,2.2366658417120275,3.994626190674173,2.9027118392767224e9,3.1192576830132266,4.8689431713179445,2.8091806678609332,1.1628298646391802e9,1.996744953794698,3.1978517128738866,2.4052297729655985,6.0956861461233345,2.2820278801777776,3.9386062184518677e8,2.0428093728638803,7.2236234738338485,7.994492968690699,1.8742554898447987,6.112640324401009,5.9145073808551265,2.265210757669602,6.875592054631412e8,2.14523029349791,2.849737006987754,2.460203564574657,2.7081265843465903,2.232936906611834,6.324014904915144e8,2.288150650865052,2.668752738970325,1.9495798080550477,2.140775780832561,3.217209272007232e8,2.685240283760468,3.0589426967030954e7,7.3675871903973515,24.421344511108146,156.96329966454257,3.855669242717471e7,7.945326138007694e6,2.7649965194919348e7,5.433985260125001,6.771460737379855e7,4.773665946927032e7,3.733128923375527e7,17.629581881856314,2.9051803098184068e7
cH2Var_G2P,750889.9856093277,0.35882654853602014,0.409889206235004,39294.80881072195,0.40067851313320946,0.29626093733510617,0.278095804712923,0.472533942686272,1.0996959033094929,169887.89754246216,0.9340083914191912,0.6185255817459249,0.3178187024051935,0.8434561342404621,0.5610555055851373,0.2294837454794617,128536.60105799264,0.31314431731780745,0.49198723705568403,1.475279374053809,0.8813486891742773,0.27822013051027344,0.14911859823743448,0.16226272085306256,0.14182586108386866,0.1311305133309362,0.1488115317849429,0.17109259582088437,0.22072919604067637,0.14488847623590598,0.13982636955724181,0.22539422376758803,0.20831851318819147,2.638356618859763,0.23202339425077365,0.1777852261774602,0.2654618201049299,1.09216339696402,0.38997903442655146,0.2372108009807233,0.43078380531813404,0.16651721582919846,0.37170141939843027,12.255847251213911,0.6702990960083605,0.1477473983687062,0.16680407879764628,0.6150883720257434,0.17720277346076269,0.15819158300138259,1.0280861188856292,62779.87449528645,0.8202246927848111,0.2963854109045698,0.4611634720346582,0.33930597026280745,0.6702159402883898,206128.56861595888,0.624580897823817,0.39042312502675014,1.2020641384669295,0.649924759005083,144220.82365851934,0.3357562699253871,0.1846984638358449,0.34690893148393187,0.21975805330507237,0.14666428151085747,0.09042754761490761,0.15709350875886005,0.10044496122035448,0.1496795593561322,0.09884977042960368,0.12041661555868083,0.3307253686675414,0.23691161677355874,0.11384836287752824
cH2NSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cH2Start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cNetworkExp,2.9503410996409774e9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
