Region,Resource,Zone,Cluster,AnnualSum
DE1 0,DE1 0 CCGT,1,0,1.8887595e8
DE1 0,DE1 0 OCGT,1,0,960.35913
DE1 0,DE1 0 biomass,1,0,8.591576e7
DE1 0,DE1 0 coal,1,0,7.8583674
DE1 0,DE1 0 nuclear,1,0,1.6822772e9
DE1 0,DE1 0 oil,1,0,1.2106492e6
DE1 0,DE1 0 onwind,1,0,2.9949518e7
DE1 0,DE1 0 ror,1,0,7.339461e7
DE1 0,DE1 0 solar,1,0,1.2574489e8
DE1 1,DE1 1 CCGT,2,0,4.1719434e8
DE1 1,DE1 1 OCGT,2,0,238.8382
DE1 1,DE1 1 biomass,2,0,1.0245988e7
DE1 1,DE1 1 coal,2,0,6.5345936
DE1 1,DE1 1 lignite,2,0,6.2781134
DE1 1,DE1 1 oil,2,0,2779.2085
DE1 1,DE1 1 onwind,2,0,5.4915644e7
DE1 1,DE1 1 ror,2,0,1.9322724e6
DE1 1,DE1 1 solar,2,0,4.4051016e7
DE1 10,DE1 10 CCGT,3,0,1665.9723
DE1 10,DE1 10 OCGT,3,0,147.33638
DE1 10,DE1 10 biomass,3,0,2.5057776e7
DE1 10,DE1 10 coal,3,0,5.2815804
DE1 10,DE1 10 offwind-ac,3,0,9.524252
DE1 10,DE1 10 oil,3,0,251.9991
DE1 10,DE1 10 onwind,3,0,2.6259965e8
DE1 10,DE1 10 ror,3,0,3.852008e6
DE1 10,DE1 10 solar,3,0,8.134437e7
DE1 11,DE1 11 CCGT,4,0,4.124502e6
DE1 11,DE1 11 OCGT,4,0,527.8841
DE1 11,DE1 11 onwind,4,0,7.165218e6
DE1 11,DE1 11 ror,4,0,2.034962e8
DE1 11,DE1 11 solar,4,0,5.2465325e8
DE1 12,DE1 12 OCGT,5,0,9.556033e6
DE1 12,DE1 12 biomass,5,0,2.8240698e7
DE1 12,DE1 12 coal,5,0,7.0049205
DE1 12,DE1 12 nuclear,5,0,8.022421e8
DE1 12,DE1 12 oil,5,0,9.649991e6
DE1 12,DE1 12 onwind,5,0,4.6279364e7
DE1 12,DE1 12 ror,5,0,9.80718e7
DE1 12,DE1 12 solar,5,0,1.2287802e9
DE1 13,DE1 13 CCGT,6,0,5.2038616e7
DE1 13,DE1 13 OCGT,6,0,5.483756e6
DE1 13,DE1 13 onwind,6,0,8.1880975e6
DE1 13,DE1 13 ror,6,0,3.2609085e8
DE1 13,DE1 13 solar,6,0,2.2605187e8
DE1 14,DE1 14 CCGT,7,0,1.9240894e8
DE1 14,DE1 14 OCGT,7,0,479.90814
DE1 14,DE1 14 biomass,7,0,1.0493822e7
DE1 14,DE1 14 coal,7,0,7.5760202
DE1 14,DE1 14 lignite,7,0,6.5658913
DE1 14,DE1 14 oil,7,0,3.6482572e6
DE1 14,DE1 14 onwind,7,0,2.7278333e8
DE1 14,DE1 14 ror,7,0,1.0445311e7
DE1 14,DE1 14 solar,7,0,1.7671954e8
DE1 15,DE1 15 CCGT,8,0,1.7368702e7
DE1 15,DE1 15 OCGT,8,0,213.52206
DE1 15,DE1 15 biomass,8,0,7.349832e6
DE1 15,DE1 15 coal,8,0,6.4942937
DE1 15,DE1 15 lignite,8,0,5.855881
DE1 15,DE1 15 onwind,8,0,1.29832584e8
DE1 15,DE1 15 ror,8,0,1.8533948e7
DE1 15,DE1 15 solar,8,0,6.764641e7
DE1 16,DE1 16 CCGT,9,0,1.2705718e7
DE1 16,DE1 16 OCGT,9,0,139.6643
DE1 16,DE1 16 biomass,9,0,1.6638637e7
DE1 16,DE1 16 coal,9,0,5.039854
DE1 16,DE1 16 nuclear,9,0,7.685777e8
DE1 16,DE1 16 offwind-dc,9,0,8.89362e9
DE1 16,DE1 16 onwind,9,0,8.1394074e8
DE1 16,DE1 16 solar,9,0,7.282288e7
DE1 17,DE1 17 CCGT,10,0,1.5687919e7
DE1 17,DE1 17 OCGT,10,0,199.25905
DE1 17,DE1 17 biomass,10,0,9.4080024e7
DE1 17,DE1 17 coal,10,0,6.3969784
DE1 17,DE1 17 offwind-ac,10,0,1.7230586e9
DE1 17,DE1 17 offwind-dc,10,0,2.5732597e8
DE1 17,DE1 17 onwind,10,0,4.998501e8
DE1 17,DE1 17 ror,10,0,190175.88
DE1 17,DE1 17 solar,10,0,1.2179479e8
DE1 18,DE1 18 CCGT,11,0,9.3378456e7
DE1 18,DE1 18 OCGT,11,0,315.9384
DE1 18,DE1 18 coal,11,0,6.9231515
DE1 18,DE1 18 onwind,11,0,1.7441357e8
DE1 18,DE1 18 ror,11,0,5.9766704e7
DE1 18,DE1 18 solar,11,0,9.248647e7
DE1 19,DE1 19 CCGT,12,0,3.4061964e7
DE1 19,DE1 19 OCGT,12,0,5.4771395e6
DE1 19,DE1 19 biomass,12,0,9.223655e6
DE1 19,DE1 19 coal,12,0,7.9333296
DE1 19,DE1 19 onwind,12,0,6.019153e7
DE1 19,DE1 19 ror,12,0,3.9842596e7
DE1 19,DE1 19 solar,12,0,1.5793226e8
DE1 2,DE1 2 CCGT,13,0,2.314899e8
DE1 2,DE1 2 OCGT,13,0,228.74605
DE1 2,DE1 2 biomass,13,0,4.0722576e7
DE1 2,DE1 2 coal,13,0,6.359687
DE1 2,DE1 2 onwind,13,0,1.447518e8
DE1 2,DE1 2 ror,13,0,4.0435876e7
DE1 2,DE1 2 solar,13,0,7.557004e7
DE1 3,DE1 3 CCGT,14,0,1.402739e8
DE1 3,DE1 3 OCGT,14,0,415.9448
DE1 3,DE1 3 biomass,14,0,6.87183e7
