Line,New_Trans_Capacity,Cost_Trans_Capacity,Line_Max_Flow_MW,distance_km,bus0,bus0_x,bus0_y,bus1,bus1_x,bus1_y
42,1.5497363e-07,2.3457882e-09,7132.030969,318.6365417,ES1 0,-5.521155106,41.91726953,ES1 5,-3.650686811,40.1106101
43,2978.993,41.636387,9920.964594,294.2172818,ES1 0,-5.521155106,41.91726953,ES1 6,-2.896801354,42.76489618
44,10000.0,125.06093,13486.98008,263.2608363,ES1 0,-5.521155106,41.91726953,ES1 7,-7.87453434,42.66362337
45,7.121504e-07,1.1988795e-08,2377.343656,354.3793799,ES1 0,-5.521155106,41.91726953,ES1 8,-6.151081793,39.41281179
46,8.167507000000001e-07,1.2747944e-08,10306.2128,328.5604185,ES1 1,-0.498247314,40.7899949,ES1 3,-1.068553391,38.46729399
47,3.2575648e-07,3.8160684e-09,11103.05098,246.5969598,ES1 1,-0.498247314,40.7899949,ES1 4,1.532231515,41.6937861
48,1.8424136000000002e-07,3.0328824e-09,1195.257268,346.5237959,ES1 1,-0.498247314,40.7899949,ES1 5,-3.650686811,40.1106101
49,1.9991624e-06,3.5168835e-08,8725.707326,370.3177485,ES1 1,-0.498247314,40.7899949,ES1 6,-2.896801354,42.76489618
50,9.0327426e-08,1.6362761e-09,398.4190892,381.3304998,ES1 1,-0.498247314,40.7899949,FR1 8,-0.428850811,43.53302298
51,7.0769407e-07,1.6555997e-08,1587.090917,492.4638983,ES1 2,-5.238705483,37.16218302,ES1 3,-1.068553391,38.46729399
52,3.1122144e-07,6.572891e-09,8327.288237,444.5816711,ES1 2,-5.238705483,37.16218302,ES1 5,-3.650686811,40.1106101
53,2.1367897e-08,3.3321984e-10,7530.450059,328.2718737,ES1 2,-5.238705483,37.16218302,ES1 8,-6.151081793,39.41281179
54,1.7408390000000002e-07,2.9737801e-09,5153.106402,359.5959991,ES1 3,-1.068553391,38.46729399,ES1 5,-3.650686811,40.1106101
55,3674.6304,44.236904,1188.671828,253.4169609,ES1 4,1.532231515,41.6937861,FR1 6,1.729674829,43.51121311
56,2.6065455e-08,4.6705295e-10,3566.015485,377.1945283,ES1 5,-3.650686811,40.1106101,ES1 6,-2.896801354,42.76489618
