Line,New_Trans_Capacity,Cost_Trans_Capacity,Line_Max_Flow_MW,distance_km,bus0,bus0_x,bus0_y,bus1,bus1_x,bus1_y
83,6.008365e-06,6.946169e-08,5159.691842,243.3624974,FR1 15,3.785280059,47.87312765,FR1 4,5.960518626,48.861879
84,1.1109246e-05,9.602464e-08,19822.17287,181.9544692,FR1 15,3.785280059,47.87312765,FR1 7,2.412112342,48.81161936
85,4669.869000000001,76.554245,1195.257268,345.0874465,FR1 16,4.896736931,46.04814359,FR1 17,7.098681163,48.02632462
86,1543.2848999999999,23.46648,796.8381785,320.0858245,FR1 16,4.896736931,46.04814359,FR1 18,3.784670783,43.88377687
87,883.3636,13.297694,5551.525491,316.8848281,FR1 16,4.896736931,46.04814359,FR1 9,5.073192987,43.77171846
88,5.125925e-07,3.8113814e-09,7138.616409,156.5217855,FR1 17,7.098681163,48.02632462,FR1 4,5.960518626,48.861879
89,812.2854000000001,8.21515,4369.439103,212.8979296,FR1 18,3.784670783,43.88377687,FR1 6,1.729674829,43.51121311
90,2.7569331e-06,1.704386e-08,4369.439103,130.1386575,FR1 18,3.784670783,43.88377687,FR1 9,5.073192987,43.77171846
91,10000.0,113.609665,7537.035498,239.1552285,FR1 3,2.424028616,50.53222179,FR1 7,2.412112342,48.81161936
92,6632.415,38.342827,6348.36367,121.6962153,FR1 5,6.28574034,43.77942318,FR1 9,5.073192987,43.77171846
93,10000.0,115.54203,398.4190892,243.2229793,FR1 5,6.28574034,43.77942318,IT1 5,7.804870669,45.15309588
94,1.6409221e-06,1.6959325e-08,3174.181835,217.5630905,FR1 6,1.729674829,43.51121311,FR1 8,-0.428850811,43.53302298
95,1177.8005,10.239342,3859.067542,183.0058209,GB0 0,-1.911525561,52.46122491,GB0 1,-0.47201781,53.45202885
96,5307.8523000000005,38.453182,4754.687313,152.5028842,GB0 0,-1.911525561,52.46122491,GB0 4,-2.583252,53.481137
97,1835.7992000000002,15.57074,2377.343656,178.5454088,GB0 0,-1.911525561,52.46122491,GB0 6,-3.314649048,51.51069342
98,1.7067945e-05,1.3759882e-07,7132.030969,169.7063448,GB0 0,-1.911525561,52.46122491,GB0 8,-1.438350688,51.27572538
99,5.389509400000001e-07,5.9760703e-09,1481.723886,233.4162568,GB0 0,-1.911525561,52.46122491,GB0 9,-1.457966915,54.11853474
100,9999.998,121.681366,4754.687313,256.1466924,GB0 1,-0.47201781,53.45202885,GB0 3,-0.246946057,51.61425295
101,1.9099666e-05,2.5763345e-07,4754.687313,283.9494889,GB0 1,-0.47201781,53.45202885,GB0 7,0.657501167,51.52831217
102,1.2323249e-05,7.202452e-08,10250.23657,123.0324775,GB0 1,-0.47201781,53.45202885,GB0 9,-1.457966915,54.11853474
103,6.105343e-06,3.5572675e-08,4754.687313,122.6510061,GB0 10,-3.893280333,53.07477867,GB0 4,-2.583252,53.481137
104,2975.7755,19.237688,9509.374626,136.087215,GB0 11,-4.315338333,50.75944683,GB0 6,-3.314649048,51.51069342
105,670.79115,5.730306,1481.723886,179.8270899,GB0 12,-4.583752346,56.63473439,GB0 2,-2.523868924,57.27694489
106,10000.0,66.37384,8165.944969,139.7209647,GB0 12,-4.583752346,56.63473439,GB0 5,-3.699947108,55.75794503
107,1.0344097e-05,1.1281199e-07,2963.447771,229.5764225,GB0 2,-2.523868924,57.27694489,GB0 5,-3.699947108,55.75794503
108,3.6971002e-06,1.3882192e-08,19311.80131,79.04264239,GB0 3,-0.246946057,51.61425295,GB0 7,0.657501167,51.52831217
109,8.386729500000001e-06,4.5191086e-08,9509.374626,113.4291693,GB0 3,-0.246946057,51.61425295,GB0 8,-1.438350688,51.27572538
110,6283.875,98.19982,2377.343656,328.9635606,GB0 4,-2.583252,53.481137,GB0 5,-3.699947108,55.75794503
111,2.5183348999999996e-06,1.5311741e-08,6684.221084,127.989905,GB0 4,-2.583252,53.481137,GB0 9,-1.457966915,54.11853474
112,8078.958500000001,111.1999,3859.067542,289.7434377,GB0 5,-3.699947108,55.75794503,GB0 9,-1.457966915,54.11853474
113,1.980104e-05,1.5611602e-07,8613.754855,165.9678934,GB0 6,-3.314649048,51.51069342,GB0 8,-1.438350688,51.27572538
114,3.862496000000001e-06,6.494293e-08,2377.343656,353.9390252,IT1 0,16.31927489,39.05643656,IT1 6,14.45419306,41.166062
115,128.18447999999998,1.4210163,1188.671828,233.3609599,IT1 0,16.31927489,39.05643656,IT1 7,17.06463909,40.63484909
116,1433.5114,19.613356,2377.343656,288.0151746,IT1 0,16.31927489,39.05643656,IT1 8,14.36385163,37.66246138
117,3705.382,43.99308,5551.525491,249.9286247,IT1 1,9.23055636,45.29415845,IT1 10,10.77633958,43.87238188
118,10000.0,66.95375,10312.79824,140.9416994,IT1 1,9.23055636,45.29415845,IT1 5,7.804870669,45.15309588
119,8.1071055e-07,6.417672e-09,6348.36367,166.6388704,IT1 1,9.23055636,45.29415845,IT1 9,10.87104938,45.6311042
120,4.114746e-06,3.287032e-08,3566.015485,168.1611022,IT1 10,10.77633958,43.87238188,IT1 11,12.06354071,44.65601435
121,840.84004,12.094287,3964.434574,302.7830162,IT1 10,10.77633958,43.87238188,IT1 4,12.355585,42.02585706
122,6.046874e-06,7.027096e-08,1985.510007,244.6298909,IT1 10,10.77633958,43.87238188,IT1 9,10.87104938,45.6311042
123,337.59236,5.183355,1188.671828,323.2086393,IT1 11,12.06354071,44.65601435,IT1 2,13.57610536,42.60439245
124,1.2788897e-06,1.1542759e-08,5949.944581,189.9945578,IT1 11,12.06354071,44.65601435,IT1 3,12.8495571,45.90608157
125,139.66805,1.1875241,2775.762746,178.9822445,IT1 11,12.06354071,44.65601435,IT1 9,10.87104938,45.6311042
126,3.5827232999999997e-07,2.5359586e-09,1587.090917,149.0024821,IT1 2,13.57610536,42.60439245,IT1 4,12.355585,42.02585706
127,4.6906788000000003e-05,4.8932134e-07,1587.090917,219.5953152,IT1 2,13.57610536,42.60439245,IT1 6,14.45419306,41.166062
128,8.660258999999999e-06,8.046747e-08,1587.090917,195.5933634,IT1 3,12.8495571,45.90608157,IT1 9,10.87104938,45.6311042
129,427.83418,5.0550184,3566.015485,248.7206645,IT1 4,12.355585,42.02585706,IT1 6,14.45419306,41.166062
130,3.6343172999999997e-06,4.9031833e-08,3566.015485,284.0010086,IT1 6,14.45419306,41.166062,IT1 7,17.06463909,40.63484909
131,268.49258,19.49552,400.0,376.9333562,ES4 0,2.7388916,39.6729018,ES1 1,-0.498247314,40.7899949
132,4.8194326e-07,6.508514e-08,1000.0,474.460941,IT1 4,12.355585,42.02585706,IT3 0,8.7459755,39.9681955
133,2.4200864e-06,5.883999e-08,2000.0,253.4169609,FR1 6,1.729674829,43.51121311,ES1 4,1.532231515,41.6937861
134,10000.0,321.14584,2000.0,207.3873892,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
135,1.273561e-06,4.2714138e-08,2501.0,243.0119798,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
136,5.8987726e-07,1.8479252e-08,250.0,243.0119798,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
137,0.00010472034,8.413834e-06,0.0,473.0193716,ES1 6,-2.896801354,42.76489618,FR1 11,-0.147786872,45.53878517
138,0.0016994552,0.00011354667,0.0,376.2715918,FR1 14,0.590475004,48.90181715,GB0 8,-1.438350688,51.27572538
139,0.00016925789,6.8907284e-06,0.0,399.5577984,DE1 14,11.75030038,51.22456746,DE1 4,11.39973609,48.35883243
140,0.00027638177,8.330452e-06,0.0,220.5950437,DE1 16,7.383087925,52.70033778,DE1 8,6.782045751,51.15711695
141,7565.281,462.65598,0.0,582.4991866,GB0 6,-3.314649048,51.51069342,FR1 2,-1.259489523,47.53739283
142,0.00022852429,1.04999235e-05,0.0,637.9315281,DE1 5,9.656115621,53.77222271,DE1 0,8.585665972,49.23105928
143,2760.117,179.41237,0.0,376.2715918,GB0 8,-1.438350688,51.27572538,FR1 14,0.590475004,48.90181715
144,0.00028214825,8.229646e-06,0.0,312.1080783,DE1 8,6.782045751,51.15711695,DE1 0,8.585665972,49.23105928
145,10000.0,433.71515,0.0,207.3873892,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
146,1293.2132000000001,161.46727,0.0,699.377778,GB0 7,0.657501167,51.52831217,DE1 10,8.442956595,53.18344976
147,3444.3687999999997,28.762589,300.0,581.8157279,IT3 0,8.7459755,39.9681955,IT1 10,10.77633958,43.87238188
