Pipelines,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
t1,0.00011247086648615229,2.02317163578482,31.764981051817873,0.05171256604343993,5.502174217071266e-5,8.404930876639173e-5,5.838843923502979e-5,9.272230862322981,1.008835704528339,4.905823253308663,0.6677770004271134,133.6074758066287,104.20461648909546,0.20848723038503544,74.32173759397675,61.688898174717586,0.0001040889333959812,0.00011134123714100305,96.04162566309778,7.482057100161167e-5,0.120117572644543,6.349698832412717e-5,17.722036746446747,196.64631825476,7.247831397949612e-5,166.74495039785955,72.22160843291678,77.49204723524613,68.44068673154723,132.7748023551959,11.707652945768126,2.7881063873038703,68.0438419873434,0.001035387801383219,47.84203728715961,122.3818122464512,3.819327799481512e-5,5.359847915060524e-5,0.35319053777919485,0.00012076900352048225,0.00034004196798630333,0.16620543228672,23.648375811634562,26.898222540305383,0.12180054135116139,0.2068728537896007,6.493841518778376,2.7663395631795757,0.01924244071928318,34.01957915354447,4.8661730889364426e-5,6.373447684462708e-5,5.914871362654773e-5,8.564474869924391e-5,33.044858667280366,53.75723100372801,6.0826911456902774e-5,0.00048720432739948104,0.4530215266479926,38.50280706321256,16.050476261583377,0.4024734326138719,14.62322792722491,837.8285046197665,2.1026279045893737,0.6611751778536441,0.0003295992971181565,338.6627977919112,562.7922693273074,25.26676215071322,216.06562876629954,6.758762293234876,178.59968414883255,55.71024698920399,34.28546800247723,0.23635984927597845,27.248509619885958,12.695940815458185,224.56831266274457,8.728538299271297e-5,78.91430232457984,44.172887210326756,0.00011921667745982128,37.287009059309995,0.00032901158435935446,9.104986250224384,15.687672264469205,127.85658913019374,2.122645898709323,0.3372900854167829,122.96841244563231,1.154364401780494,79.31053480282979,0.0003298501123838486,0.0026435350853893165,61.224963599573634,19.161971191333848,0.0004667569370898118,0.00015099955085551785,186.59650469892165,5.739078530366492e-5,0.0029647022785193587,2.361951172831419,10.336655640620567,1.3851411201360257,9.5422995253114,11.784084785115807,26.97246629331815,0.0016988689267491116,30.89419849096348,9.09523555091356e-5,55.97272568055433,0.0004953720769226129,7.354368136842773e-5,9.560136318626764,6.580155276012213,164.04349220655413,226.91348850564586,87.32651011306558,0.0001868020887958204,105.1225158174681,8.628074855707831e-5,24.540246182974865,2.2959074050168775,34.258925892848566,1.0717529869132323,0.632944122417732,30.489967230859186,50.71473599446465,38.77828758000281,71.30151501066612,11.31719842196244,33.04485862135058,58.038222928664155,5.457610513158301,5.457610512243477,105.85196460784722,39.954043855268615,22.4037379511758,72.22160840256467,0.00015557559779430549,0.07004522848777435,39.95405162215256,10.92795916012799,58.0382417744911,26.056047612577412,40.06212306482203
t2,0.00011257675113018247,2.0231652258676616,31.796161590822106,0.039737776529599256,5.676718955125739e-5,8.341683934783873e-5,5.838450711528839e-5,9.767223697329362,1.0087796575367376,4.905785139442766,0.9768092810481213,133.1341684585923,104.20463702500213,0.20851090242972703,81.29055551969019,61.68896234246673,0.00010956483133973423,0.00011772184407723409,96.04445267821598,7.700609312202577e-5,0.12019143156943601,6.312635540381913e-5,26.586936905886716,196.64637353070037,7.019278281754505e-5,237.43743985058296,96.32485022718878,69.14231697796748,68.4406714823111,127.02320618634977,11.707658300058547,2.835111283485946,68.107960855375,0.0012053320158430614,48.01606672986477,122.38179303428471,3.76292275880477e-5,5.364440560996089e-5,0.3840055240723189,0.00011932424370951552,0.0003395760418793242,0.16794469006530346,23.650137081977668,36.961105001948724,0.12326200013887338,0.20690385048152649,6.4941665295599655,5.0367351164799175,0.036491210188396454,34.017347251727465,5.0914420569469374e-5,6.760210646830273e-5,6.688128531606083e-5,0.00010116614347727241,27.59673226223359,53.76137846762627,7.037083985018612e-5,0.0005642791528810843,0.45303749291945633,38.52414732889955,20.347087106685795,0.4024718524809741,14.623339990320522,946.8999976730823,2.1026240349300385,0.7730759809178959,0.000318990608735484,338.6627927856884,679.9114192080749,24.120550581267413,216.07037518761067,6.758792955145699,189.47494075058677,55.710497545162895,34.79332133111061,0.19547361634482938,27.248499512726138,12.508395799147523,214.31515101953298,8.825305583447394e-5,79.5159517748984,44.37860526553063,0.00012527194691892761,43.739549475337576,0.00035823618423443923,7.630229898353648,13.758055254964598,191.7776403240481,2.12437327270834,0.3348834810539284,123.58557755486957,1.1517713888558883,79.31053149460662,0.000329646586628583,0.002122798129469982,70.1152002033054,7.846467660175938,0.000402609837210345,0.00012993083599911853,188.71442850018775,5.629473446709592e-5,0.00025200061202221107,2.160859959957033,10.132724433804103,1.385515596317622,9.654464726629044,11.545545020883452,26.972468142115844,0.0015515505176784906,30.894206467717957,8.23490312632929e-5,55.97270943498781,0.00046149853171300486,6.770201412734487e-5,8.152090061343658,5.2492379715613815,164.0434921554241,226.91349017090303,87.3265100492043,0.00014092303946047066,105.12251426206443,7.073017872364485e-5,24.67515197522293,2.215464634982564,34.258922692606575,1.0717541176369223,0.6329437855547747,30.489893811305112,44.0315847917615,31.31832742282968,71.30645425085608,9.799471547548446,27.596732226759226,51.87884334854053,5.340260448305533,5.340260447393122,106.63834557241904,40.646786891399074,22.403762205965062,96.32485019761252,0.0001510868472471043,0.07007175158358783,40.64679475678225,10.927986363280795,51.87886019401445,26.056145654409793,40.062121834968835
t3,0.00011270535990673965,2.023158789822996,31.82734244830864,0.027766007265256548,5.903696851144261e-5,8.469368260318566e-5,5.840764229398247e-5,10.262215355627017,1.0087615535608014,4.905789070862011,0.9775583753816953,132.66086745856302,104.20465762863823,0.20853132742112018,88.25936695711901,61.68902516905048,0.00011563910136410219,0.00012598325492391022,96.04812328916633,7.938970462301412e-5,0.1202653009325201,6.27603142618471e-5,35.451105344777666,196.6464423259428,7.006981940481414e-5,308.1293994214495,120.4275672154538,60.79221977469569,68.44065613694639,121.25106178028278,11.707663420589428,2.8820915601399757,68.1721040181892,0.0013844183430601002,48.190139440563215,122.38177368212122,3.817258547968314e-5,5.4916673151790684e-5,0.41470736831870586,0.00011932606689916774,0.00033920708848289837,0.2972633165136759,26.91437033146063,43.38253272364858,0.37313994333912837,0.20693528884906134,6.494473713077096,7.307123756024651,0.05415433057675452,34.015407522609486,5.370620742503547e-5,7.260379050577631e-5,7.633236560143677e-5,0.0001160202984034796,22.148620594965163,53.76464993392806,7.922846063046893e-5,0.0006407722185550486,0.4530533709511645,33.13560263064392,29.89048474713133,0.402469086387492,14.623451193346721,1055.5240151619914,2.1026200680140725,0.8884971867098412,0.000307210615119332,338.66278778175973,797.0043929310026,22.972690315886748,216.07782224952075,6.758820205169446,201.71881254071914,55.71074431134885,35.09416103484159,0.09866173617205615,27.24848948410695,12.352990361322687,204.0397671014172,8.936186720321275e-5,80.11830204070105,41.71551716351789,0.000132230165835291,50.38314080963875,0.00038904719085417025,6.211803886576806,13.754987005740396,255.6962007341624,2.125836048393678,0.2013575237626267,124.20204175658642,0.6149387979913115,79.31052816544235,0.00032947042027309974,0.001563415539922412,75.52545856190457,0.010958475148130099,0.00033554225309847613,0.00011081782343580768,191.20369620838912,5.496857938125772e-5,0.0003274743184600388,1.9597688955248829,9.981753991367246,1.3859473242393423,9.766862260395394,9.897537638164568,26.972470545483045,0.0013911514780263862,30.894214341527462,7.67717880238917e-5,55.972694072598244,0.00039301666773343565,6.168821768329207e-5,6.747693680768251,3.93848607036411,164.04349210309567,226.91349183418427,87.3265099853133,9.833761414331848e-5,105.12251270659716,5.6165623258640046e-5,24.514821483486717,1.5414382380622598,34.25891948769476,1.0717551598393202,0.6329434364060625,30.489819089986703,37.34843329612299,23.85008293035693,71.62329794875346,8.281744961091153,22.148620569485665,46.16796390199616,5.226565915396044,5.226565914487053,106.26399746536954,41.350648820294055,22.403786431178055,120.42756721781866,0.00014648931534130756,0.07009807622455187,41.3506567818407,10.928013576860328,46.16797901418852,26.056238843834073,40.062120604439876
t4,0.00011300456736088705,2.023152402392322,31.858521533479422,0.015796014411976072,6.233377478863763e-5,8.711328038731576e-5,5.8529698553981636e-5,10.757205443908587,1.0087805530605731,4.905847835842879,0.97927175042753,132.18755870303357,104.20467823409696,0.20854424846687192,95.22815915565948,61.689085712549186,0.00012296333923702147,0.00013831919259296672,96.05207870007418,8.215680629790373e-5,0.12033924572083163,6.235211556458316e-5,44.3146002529663,196.64651395241324,7.111346822199817e-5,378.81941105642505,144.52844025846372,52.44196720913436,68.4406415265294,115.39413241170192,11.70766852038324,2.9291599187659196,68.2361583226853,0.001579041993211145,48.36422748963051,122.38175430403514,4.036172558400336e-5,5.8110539309033044e-5,0.4458119575916737,0.00012130112987793681,0.00033900781777383747,0.4262469674412327,30.20374322270767,49.79199040877506,0.610182499333812,0.20696678691333734,6.494781283857339,9.577512503246401,0.07182187329487283,34.01346617412308,5.642993251323086e-5,7.753256363004828e-5,8.541229511431297e-5,0.00013070527201937732,16.700509750175478,53.76792289041986,8.793808039610564e-5,0.0007205144899685254,0.45306922329271515,27.751366345461943,39.5517797567221,0.4024665021609119,14.623562271596708,1164.4548116530057,2.1026161171475852,1.0092227463296766,0.00029559043541795254,338.662782777636,913.6902068315169,21.918729041888664,216.08068193360802,6.758774689457223,201.71979679099957,55.710929526607416,38.8446754328422,0.017353302446677685,27.248479444042133,11.889116586995783,193.85699612019485,9.074007604676104e-5,80.72078276720441,39.03190088567221,0.0001408128471726137,57.33431874423682,0.00042247660934316086,4.777737779193237,13.75160230181249,319.6180807281334,2.127382117927095,0.044550846747823294,124.81838137146973,0.0538103564517797,79.31052483860101,0.0003293829655399414,0.0009156950716974232,73.10967031110097,0.0015301014177803293,0.00025464624872415057,8.60108156209408e-5,193.69400704319645,5.325958100615875e-5,0.00017795434008191266,1.7586797725694114,9.981140465935662,1.38636515274281,9.880723783197023,8.307955284123583,26.9724730105832,0.0012145509917805251,30.894222215187934,6.78808640174549e-5,55.972678780087435,0.00027078938778070106,5.5394286560688575e-5,5.315494048115028,2.630511847149164,164.0434920522517,226.91349350330444,87.32650992091598,5.581800276982184e-5,105.12251115086968,4.204380479301771e-5,23.170312987714986,0.840729079079261,34.25891627789299,1.0717561010261512,0.632943130904409,30.489743125937252,30.665281632785025,16.35327979844264,71.93865195932706,6.764018558881448,16.700509737708376,40.645763275851394,5.113561116447702,5.113561115543203,114.68340717253072,42.06758175060068,22.403810663504178,144.52844034332767,0.00014175103342648716,0.07012439822457622,42.0675898032925,10.92804075193616,40.64577673585239,26.05633138521129,40.0621193732591
t5,0.00011362662304180988,2.02314604114441,31.88970235602982,0.0038374024304017765,6.730684351942603e-5,0.00010040488029455062,5.867515664235564e-5,11.252193305293188,1.0088338365816287,4.9059983769881725,0.9798506766556191,131.7142887134639,104.20469911319627,0.20854852295014645,102.19694983464832,61.689143251679596,0.00013192815880540585,0.00015723571468979333,99.61078862153413,8.534381789559762e-5,0.12041336928860547,6.19527538847164e-5,49.62290075810478,196.65879933496913,8.34451382596016e-5,357.0685252533367,152.75601201917556,44.091607480954146,68.44062655211101,107.68890092466091,11.70767306720619,2.9763972221999593,68.30004364884344,0.001798820233507992,49.91214805920095,122.38173457726248,4.5833945543587675e-5,6.428251275360641e-5,0.4774046724161856,0.00012532515397400263,0.00033884764963806847,0.5556101602186931,33.52342288516496,56.17645560168943,0.8416371616063931,0.20699838891601172,6.495089365065691,11.847901560284033,0.08951214169060252,34.011522861613706,5.9160480912849544e-5,8.25381369034776e-5,9.456316552814697e-5,0.00014570291076885475,11.25242909682113,53.77119762134416,9.702673437013498e-5,0.0008069853661021374,0.4530850442036103,37.16440231016516,34.96781602566646,0.40246453015468614,14.623654578511568,1273.3789070350358,2.102612266896963,1.137924492229495,0.00028478484310559435,338.6627777713608,838.2591219154627,21.84617176960833,203.38247610032346,6.75868727748114,201.720081336936,55.71106203306681,43.573074251784504,6.128434534446523e-5,27.248469172392873,11.42438932312871,184.02018308538268,9.252682439070074e-5,81.3229009912825,36.305404433657166,0.00015172739703538945,64.78352337969872,0.0004593268103086685,3.27804212881605,13.643079072697939,339.8188937588857,2.1302811199305127,1.0706557603521462e-5,125.43514698007638,4.487884477770301e-6,79.31052152891293,0.000329508312503468,7.196364311928438e-5,70.6860202999887,1.6937361122844627e-5,0.0001519158928034749,5.5013302477860796e-5,196.21410685732198,5.1091317830284934e-5,4.063720029808082e-5,1.5575939683993196,9.98087533821661,1.3865754002153967,9.835756768250262,8.07082254776413,26.97247586037105,0.0010206575267650358,30.894230179993812,5.6130199689230856e-5,55.97266508543667,2.5802954694272193e-5,4.8656830988471634e-5,3.9778119590980183,1.3082843525998449,164.0434920004532,226.91349518537578,87.3265098574687,9.29175421007753e-6,105.12250959763438,2.7871915117431727e-5,21.709451431579676,0.13945051688557827,34.25891306414709,1.0717570332455102,0.6329432297323092,30.4896661189143,23.982129942336513,10.01759993734888,72.25204657309324,5.24629220986891,11.252429099887891,35.12429798610714,4.993604299119496,4.9936042982180435,123.04826092297004,42.79970004001132,22.403834831297832,152.7560121455838,0.00013686718996317119,0.07015023502511658,42.799708181119996,10.928067813041997,35.124309760178775,26.056413508182256,40.06211814296714
t6,0.00011376888858723637,2.023162507259462,31.921216983415434,0.0038199463252229604,6.482699013633355e-5,9.756507560497586e-5,5.697212275175618e-5,11.747121106629427,0.5006190873187175,2.780379785088692,0.645837823917617,131.3763327840498,104.20475720390715,0.208545175235455,120.50594329546338,61.689197558454765,0.00012788984067182998,0.00014705021685054503,109.59252657081194,8.407301992987247e-5,0.12044405333740985,6.070766510239433e-5,49.622842474046436,177.82107033892103,8.065779260229641e-5,343.5770353599407,141.0205601257242,35.88230090794554,68.4405242504489,101.7739033121099,11.707432474157622,3.023202323251009,68.36475781636797,0.0017697478104274581,51.594543743340665,122.38165179622611,4.2645028413083595e-5,6.0802846760398654e-5,0.4390210447762108,0.00011855907581701655,0.00033035339122487,0.5560917419035865,33.524079977744854,59.26933355349054,0.8421628676694861,0.2070057195263708,6.495459981485282,11.84779038124114,0.10534015797075391,34.01356602279645,5.8668894252664365e-5,8.091459123330684e-5,9.611940089328385e-5,0.00014418305496492775,14.7787782309508,53.78133469780928,0.00010071613579784881,0.0009317034392009083,0.4530813036601126,46.95192078640945,30.60309530110468,0.40246668122751056,14.623590141857711,1382.2904154712649,2.102614013158498,1.0454522703333589,0.00029707139130940864,338.66277245426977,645.1838337483821,21.77357626603982,173.44284200305054,6.758690754885083,201.72007986271097,55.71094890254189,50.49011548216101,0.0002604319750084488,12.207620567574144,11.42458278341381,174.40603834173183,9.2368838550022e-5,95.01296603244388,36.431344476488,0.00014499220578506063,45.46405377170868,0.0004420514162701324,2.4799984268634856,13.643240479283161,339.81880999821624,2.130299512431994,0.0002461981332568449,140.64629260531171,3.311985586917971,79.31051984778459,0.0003387680641859983,0.0006534663357768329,70.09509138164651,0.0008084056602511339,0.00024200482414830847,8.737036197362777e-5,201.8964393252792,5.349415137684044e-5,0.7921561614365003,1.3565477088597164,9.983039658090192,1.4497741420829742,10.143549441617827,8.22816697147755,26.972608109292345,0.0009747758257698169,30.894226926107166,6.91924720562438e-5,55.97279094822914,0.0013311946459247119,4.053593260213689e-5,3.0272534308092856,1.3081747022736092,164.04349203459728,226.9135005593865,87.32650988848819,8.13044996771187e-5,105.12251085786272,4.3542272570813655e-5,22.304069544999077,0.8414129487450204,34.25891463889238,1.0717568000515236,0.6329460479947531,30.48966962451686,18.959317224920913,8.362013321589739,72.25375749836068,5.2463193232238545,14.778778212982184,29.60318736345683,4.9900502027111155,4.990050201812242,134.06656212791316,43.87253846700597,22.403839442384765,141.02056018958527,0.00014068090253185612,0.07014711746835907,43.872546701465,10.928073205509564,29.603197449840835,26.05637287206686,40.06211937935059
t7,0.00011366351059955259,2.0231765102473647,34.215941413042145,0.0038071471011396096,6.141973892663852e-5,9.249422901881308e-5,5.542787032966303e-5,12.241787442556804,0.49723904642596106,1.575715564636484,0.6448417878345646,136.7804135160705,47.46822617010168,0.20854173543175603,148.7624418624242,61.68918261990122,0.00012188757572103937,0.00013264189545078597,127.01900580981857,8.15611752095644e-5,0.12040642958295117,6.172641050584008e-5,43.25576751917482,162.1300412125182,7.603604728770736e-5,330.45984899652825,131.18087054417222,27.75296361679164,68.43712842572529,96.09086708981418,11.707406419606809,3.1686583508259907,80.92962407058697,0.0015790028539981742,43.01061355725376,122.38135711362405,3.951451869959276e-5,5.679814249396031e-5,0.438931179264556,0.00011362173401797385,0.00031504085005204887,0.38577834208995243,22.49991990355867,50.79249243463086,0.43641883649584173,0.20661528806907264,6.494359993713811,9.57709127733102,0.08526439104119303,30.080367728210007,5.602609120000586e-5,7.494543353967868e-5,8.41349843056931e-5,0.0001253411056719716,14.214869597669038,49.31492205038164,8.49794329407788e-5,0.0007586830179395689,0.4530681997452568,42.83312346484076,30.602999047831485,0.40246823465857395,14.623521802273263,1271.1846938858241,2.102616672700092,0.9622074728342563,0.0002974680810534666,338.66276704239317,645.1838863072707,21.773563443260297,178.14793253929295,6.758694013523186,201.72007871834117,55.71083283057914,45.40639907102984,0.09118742605713086,11.335149542714888,17.70692993117259,189.32731390923308,9.106770203419281e-5,73.18893428135785,36.43222474346923,0.00013873738701816927,45.46401632966971,0.00041837385028302616,7.610767219151308,15.756191504505413,339.8147240380708,2.130315006064968,0.4253999746289849,116.00066033729604,3.311823513178783,79.31051681293134,0.00033281687118382207,0.01405600857879475,66.70625297370576,3.9631674647381465,0.00038622868147129754,0.00011177824055916449,220.93097709107215,5.73095624413374e-5,0.7923696960231109,1.356500223840706,9.983216262388554,1.0933750963885687,8.464114540440137,8.187261442335604,26.98349674495963,0.46186458889851,30.894217290615586,7.721026309109809e-5,58.95837450757315,4.83293806921107,3.132651913457942e-5,2.0055531604115924,1.3081788587365966,164.04349209143177,227.97777155306918,87.32650995704566,0.00015897806567830356,105.12251288719295,6.446785396461757e-5,22.898689533635796,1.6734705298614858,34.258917902944674,1.0717600820618685,0.6329494073080042,30.48970193510696,27.098456013059224,2.6215505458138675,71.05965993859746,6.764182686404513,14.214869579922185,62.26010562024888,5.001807767549845,5.001807766667396,129.6412343674623,54.69203423884915,22.403825250195556,131.1808705580672,0.0001444811271462803,0.0701306330592452,54.69204594616961,10.928057607748086,62.260145096453606,26.056312039916314,40.06212075550034
t8,0.00011313439695331736,2.02317185172137,36.510480736762375,0.003832446350396139,5.887545835966543e-5,8.851969660353138e-5,5.880281891699981e-5,12.73628277873859,0.49498790976867124,1.9045850139009333,0.6447851596901064,93.12516337204862,92.87542265205002,0.2085372322901213,130.900536455468,61.68914483019869,0.00011658975857955478,0.00012150683994597528,84.14570377112621,7.935351901376575e-5,0.12035351073047552,6.376987942660321e-5,37.262338432486196,212.31463466350144,7.259644925465089e-5,286.131964948265,126.25296272699323,52.30082749434881,64.08771148135042,96.0903794594298,11.707456113762891,3.3145338428433537,27.73403380424378,0.0014188140322062728,46.108692919851094,122.38093556118737,3.7680656266487136e-5,5.4039131289853117e-5,0.43888308548457583,0.0001096757213165111,0.0003234646019999155,0.21535499546626227,11.475639182826672,42.31604467368507,0.03058132070629277,0.16525758911507354,3.3583475876133004,7.306390034626649,0.06518590608504923,26.147173940907706,5.333867129453969e-5,6.889600753185959e-5,7.208225984882925e-5,0.00010642739828113891,11.33502524153951,43.142920549176466,6.932924678554075e-5,0.0005890505177821633,0.4530535960854645,38.714310556476356,30.602929110587514,0.40246484120357773,14.62345315382584,1160.0710940002293,2.102618455872345,0.8861028787162791,0.0002907453716280925,338.6627616182898,645.1839586247881,21.773558847288992,247.92206417783717,6.7586971110227125,201.72007711459787,55.710715704236925,40.7587712080819,0.20848786518524492,10.462695282417682,9.422364354185357,188.54245240899553,8.969277800309018e-5,62.51606777427768,36.432392869684534,0.00013390007342744867,45.46399728227999,0.0003941669426897697,11.265345395090561,15.765613963304498,339.8146032234528,2.130331212485477,0.4248848076826679,103.46649620020423,2.77006700477282e-5,79.31051356317384,0.0003245844845006058,2.5682778393749794,65.49240217902927,3.9631562746896822,0.0003947177140419968,0.0001309680332494925,206.19398143160285,5.807539087649186e-5,0.7925693895858982,1.5574186943077755,9.240504708346117,0.7275916358366351,8.350494812095246,8.155753908386563,26.983468458918903,0.4616660311281758,30.89420744894951,8.312286648227282e-5,46.19805889335309,4.832944736482909,2.051708966406819e-5,2.0690456683323702e-5,1.127097464651785e-6,164.04349214552659,227.746913687883,87.32651002534298,0.00023695901098087378,105.1225146982108,8.491618429253677e-5,23.493308697658723,2.376652108004723,34.258921164046996,1.071763163493247,0.6329526094409443,30.48973337965204,27.098952440133328,6.071750823350982e-6,69.85569191725531,8.282024936038576,11.335025229160617,60.26281393119859,4.765263910988236,4.7652639101133865,125.45493831967738,51.796980543594415,22.403807961051186,126.2529627279874,0.0001461741003670975,0.07011147847425529,51.796992006090086,10.92803694345856,60.26285280618307,22.282705876936294,40.06212210475653
t9,0.00011312551256226353,2.0231793292990763,38.80515753518618,0.0038258540795709376,5.7259756920475904e-5,8.58135333586669e-5,5.8684802577202094e-5,13.230874857459591,0.49229803055843147,1.898797524906806,0.6447324078979504,51.40930292161624,132.0735055089173,0.20853392258595424,99.70789062907372,61.689131516175586,0.00011270199012523158,0.00011613053658038565,101.42654337414379,7.75116770036799e-5,0.12032192597908745,6.389167182213039e-5,30.759074307763182,202.19500666679392,7.056401504552696e-5,273.21233831040115,121.3211687360651,44.41371598281387,58.40233753617245,96.08921102389297,11.707481708719701,3.4610835061376015,40.94357642966183,0.001293383398113908,49.16327010389741,122.38060851632724,3.694354372152624e-5,5.255044300559095e-5,0.4387350513830562,0.00010643151618095929,0.00031320226833250514,0.04504009775204823,0.451477751303269,33.78497563612125,0.030861020936191797,0.16486899978029232,3.3572565227203848,5.035690961961709,0.04511023363817378,22.21396346658344,5.056888598718051e-5,6.268369635718056e-5,6.748694732004071e-5,8.715899509343267e-5,12.336158827448836,40.134696539590415,6.278330232585997e-5,0.00042135040201245265,0.45304111362888033,34.59552937372955,30.602836436723234,0.4024663053884015,14.623384731695776,1048.952835465682,2.102621105439,0.8153758907095178,0.0003031066761986686,338.66275631621846,645.184014148369,21.773540623710737,252.62770329384333,6.758699799884385,201.72007610773,55.71060355217462,36.14383178587362,0.3301996764398921,9.590230938240696,3.9456154871197238,187.7474374963396,8.857080422816268e-5,52.00283550100379,36.433260870673585,0.00012959025775886732,45.463958764676896,0.0003746034187712907,16.47800789776358,18.798407387766037,339.81439417355,2.1303489729472,0.7373602844079307,90.77329728768416,1.6558369813505271,79.31051200494139,0.0003201597948368548,5.103992742104923,65.51923799947677,3.963144061634368,0.000401982494823712,0.00014766277241058293,166.3315888708419,5.8720377112573265e-5,0.7927684790555972,1.758388769011835,4.943888736528636,0.3641177048276032,8.239299709229057,8.124385711238547,26.983443828150094,0.46146674084718514,30.894197642461602,8.791378247509334e-5,40.165900609879984,4.832946585850805,4.102207639612319e-5,2.7801383453945765,1.4898420459659123,164.04349209085146,227.7469153600717,87.32650996238291,0.00019598520139110526,105.1225126180886,7.255461307477486e-5,23.56972162546244,2.3755490476415555,34.258917935805556,1.0717636451758052,0.632961899330954,30.489651070922683,22.54099299486248,19.73567181915222,68.63969818656756,7.202608400901495,12.336158814480152,58.265480972539905,4.534202150264495,4.53420214939603,121.23595302457916,48.907065239482385,22.403795039230253,121.32116873141476,0.00014773434473618364,0.07009353914440629,48.90707646241754,10.928019773871236,58.26551930514727,18.509086461443456,40.06212068653636
t10,0.0001130202042171462,2.0231781299854497,41.09984255452666,0.0038181741584064482,5.614581851204788e-5,8.391459000482504e-5,5.854456359048509e-5,13.725470745479615,0.48959479258292465,1.883011502663781,0.6446427664038179,51.01988958898568,75.10461595561573,0.2085304961389695,104.6712411810544,61.689121043822226,0.00010959970684312557,0.00011343932049117549,101.72774565018342,7.591313561593733e-5,0.12029454256165567,6.338154575841953e-5,39.98364501286364,187.04365238147173,6.927642268505955e-5,259.41421037636616,111.47862752818227,36.521017215506554,52.75826037917823,96.04670790892297,11.707504794014397,3.608109622352126,53.65705040888826,0.0011886407558151936,50.829280071673075,122.38028351655781,3.656929651918473e-5,5.164514007481011e-5,0.4385117714461772,0.0001036436939296249,0.00030255228203850446,0.17563871034647288,10.81131189538384,33.794309622280984,0.09707001546520469,0.16489970685375469,3.358433375217912,7.306066718087295,0.05821999450852494,34.84218609887157,5.299497941015855e-5,6.722191302078044e-5,7.546393429143918e-5,0.0001016133382996258,24.10471836284543,47.42298712298255,7.14394716182522e-5,0.0005578684019804619,0.45302976766175246,30.476766002499957,30.60272843187608,0.40246929665650527,14.623316466370353,937.8306069136006,2.102623966172421,0.7486808348200501,0.0003115241608138222,338.6627510191847,645.1840562333759,21.77352627785493,257.3332092703025,6.75870240200773,201.72007563590918,55.710488011526905,31.529097828493153,0.32885411243609924,8.717711457621915,13.03864803248739,202.60244870963737,8.760599050313187e-5,31.37845581747067,42.28087258155492,0.00012573146934145784,45.46390747516277,0.0003567911142570644,16.67568499543629,18.808203933780483,339.8135915967161,2.1303666087648456,0.7373521631882254,66.30220608630161,1.6558522372404607,79.31050969457641,0.00032028590860887067,5.104756465460837,63.29819154004696,3.963129302315856,0.0004072905199807046,0.0001625267756194109,108.03934545709596,5.885534494363385e-5,0.7929744388116549,1.9593593574665227,0.647273319046491,0.002337967964968033,7.918031589061708,8.086771089064895,26.983412887923112,0.46126136941986157,30.89418804463794,9.220948723370607e-5,43.151389911629046,4.832947318461974,6.0695064752764566e-5,6.08273361630257,2.95883872965615,164.04349203650008,227.7469170234921,87.32650989851375,0.00016525402241146178,105.1225105378648,6.12940565279646e-5,23.40740899503734,2.374576256794702,34.2589147023126,1.0717561885287803,0.632953058762307,30.489567066559847,19.612669366522145,39.47265316520974,68.6407465071649,6.1401842922271745,24.10471831445426,56.26805773360843,4.620543797702319,4.620543796770821,117.03391983686656,46.025763605966546,22.403783049352846,111.47862751187115,0.00014930402782363576,0.0700762574457621,46.025774612025735,10.928002687229391,56.268095575051106,14.735465343295974,40.062119268342705
