Resource,Zone,StartCap,RetCap,NewCap,EndCap
OCGT-H2_33.0,33.0,0,6.0955967243531e-9,2.6707056401473268e-5,2.6700960804748915e-5
CCGT-H2_34.0,34.0,0,5.110000988610564e-9,2.4651061301355e-5,2.4645951300366387e-5
OCGT-H2_34.0,34.0,0,6.099697903621475e-9,2.2829928045740585e-5,2.2823828347836963e-5
CCGT-H2_35.0,35.0,0,5.04500064269273e-9,2.217190193100963e-5,2.2166856930366938e-5
OCGT-H2_35.0,35.0,0,5.9549111910249125e-9,2.2132054420122713e-5,2.2126099508931688e-5
CCGT-H2_36.0,36.0,0,5.109512941731553e-9,2.7586199964922936e-5,2.7581090451981204e-5
OCGT-H2_36.0,36.0,0,6.0984876035736305e-9,2.323321268517388e-5,2.3227114197570308e-5
CCGT-H2_37.0,37.0,0,5.107383314425073e-9,0.0001662657844997151,0.00016626067711640068
OCGT-H2_37.0,37.0,0,6.096958210171826e-9,2.6237434979604232e-5,2.623133802139406e-5
CCGT-H2_38.0,38.0,0,5.052434706937247e-9,3.578535321441893e-5,3.5780300779711995e-5
OCGT-H2_38.0,38.0,0,5.963341272460892e-9,2.381518574001821e-5,2.380922239874575e-5
CCGT-H2_39.0,39.0,0,5.109784707478534e-9,2.482106636589561e-5,2.481595658118813e-5
OCGT-H2_39.0,39.0,0,6.099254610877796e-9,2.1691121928397943e-5,2.1685022673787066e-5
CCGT-H2_40.0,40.0,0,5.109635070715368e-9,3.537436523961371e-5,3.5369255604543e-5
OCGT-H2_40.0,40.0,0,6.099843561705403e-9,2.1503568013743592e-5,2.1497468170181887e-5
CCGT-H2_41.0,41.0,0,5.048742981551213e-9,2.14024607144567e-5,2.1397411971475148e-5
OCGT-H2_41.0,41.0,0,5.956958354975447e-9,2.1514881332980406e-5,2.150892437462543e-5
CCGT-H2_42.0,42.0,0,5.11008759006514e-9,3.6114488416481575e-5,3.610937832889151e-5
OCGT-H2_42.0,42.0,0,6.1006312351130835e-9,2.3806436878665957e-5,2.3800336247430845e-5
CCGT-H2_43.0,43.0,0,5.1067672940563476e-9,0.00039947910920168144,0.0003994740024343874
OCGT-H2_43.0,43.0,0,6.0958970501646345e-9,2.7098571027670434e-5,2.709247513062027e-5
CCGT-H2_44.0,44.0,0,5.109751681015785e-9,5.084683336344479e-5,5.0841723611763774e-5
OCGT-H2_44.0,44.0,0,6.1006772170564965e-9,2.3586770529731685e-5,2.3580669852514627e-5
CCGT-H2_45.0,45.0,0,5.036628712796804e-9,2.0069363919899993e-5,2.0064327291187197e-5
OCGT-H2_45.0,45.0,0,5.970318722323017e-9,2.11115891982853e-5,2.1105618879562976e-5
CCGT-H2_46.0,46.0,0,5.110366267681445e-9,2.0197523354067372e-5,2.0192412987799692e-5
OCGT-H2_46.0,46.0,0,6.0997222500585925e-9,2.1266479033229275e-5,2.1260379310979215e-5
CCGT-H2_47.0,47.0,0,5.110792841377858e-9,6.190999562146187e-5,6.190488482862048e-5
