Time,Zone1-Liquid,Zone2-Liquid,Zone3-Liquid,Zone4-Liquid,Zone5-Liquid,Zone6-Liquid,Zone7-Liquid,Zone8-Liquid,Zone9-Liquid,Zone10-Liquid,Zone11-Liquid,Zone12-Liquid,Zone13-Liquid,Zone14-Liquid,Zone15-Liquid,Zone16-Liquid,Zone17-Liquid,Zone18-Liquid,Zone19-Liquid,Zone20-Liquid,Zone21-Liquid,Zone22-Liquid,Zone23-Liquid,Zone24-Liquid,Zone25-Liquid,Zone26-Liquid,Zone27-Liquid,Zone28-Liquid,Zone29-Liquid,Zone30-Liquid,Zone31-Liquid,Zone32-Liquid,Zone33-Liquid,Zone34-Liquid,Zone35-Liquid,Zone36-Liquid,Zone37-Liquid,Zone38-Liquid,Zone39-Liquid,Zone40-Liquid,Zone41-Liquid,Zone42-Liquid,Zone43-Liquid,Zone44-Liquid,Zone45-Liquid,Zone46-Liquid,Zone47-Liquid,Zone48-Liquid,Zone49-Liquid,Zone50-Liquid,Zone51-Liquid,Zone52-Liquid,Zone53-Liquid,Zone54-Liquid,Zone55-Liquid,Zone56-Liquid,Zone57-Liquid,Zone58-Liquid,Zone59-Liquid,Zone60-Liquid,Zone61-Liquid,Zone62-Liquid,Zone63-Liquid,Zone64-Liquid,Zone65-Liquid,Zone66-Liquid,Zone67-Liquid,Zone68-Liquid,Zone69-Liquid,Zone70-Liquid,Zone71-Liquid,Zone72-Liquid,Zone73-Liquid,Zone74-Liquid,Zone75-Liquid,Zone76-Liquid
1,0.00040563951159211157,0.0002840305156631201,0.00028014361497596545,0.00029873911488812534,0.0002786227776809676,0.0004070443338257198,0.0002882059787416123,0.0002877548300094494,0.00027942986592738257,0.00028810910960999875,0.0005456016253229738,0.0002882241116413781,0.0002796594707096195,0.000287966533326556,0.0002887947260709526,0.0002877773451713199,0.000288688017173553,0.00027972399200123106,0.0002797972434550635,0.0002782580063910039,0.9617230325559324,0.00026491649254925867,0.0005820756188940166,0.00021059533350078436,38.93592263019485,0.010289088326376594,1.1838133972513352,0.9641176121768731,0.007873846125061494,1.6591311896140868,0.8224133325666801,0.000312390994573186,0.0005478555241203069,2.5837437281495217,0.36752617990799585,1.1970695241699079,2.4025841062777737,0.0004095733757464427,0.00031608001903123063,0.0002576454046362278,1.6862612517804005,0.15995951803083672,7.920404738422804,0.0005456431018453668,0.006857833625620833,0.44669601180600405,19.932326432609525,0.10959052708562257,0.006822729588202326,1.533648695880189,22.32088012085323,0.03385305389786481,0.06998035327759199,0.5570932610801842,0.059202648114551844,0.0010818982211673169,5.212585460930206,7.225388061529969,0.014670556698126518,0.028080667563283434,0.7507072410266622,4.939643664844581,0.018745611648159573,0.6582449528783074,0.0005205836321952108,5.308006649759394,3.487945481824049,0.000287896167854928,0.0002884631432118052,3.5177102266024116,0.0011229392158753051,1.741271262048823,0.00028832448296927125,16.187407597469697,0.0008681227828858621,0.006853447504706769
2,0.000405977851468347,0.005756911252320578,0.005619631057448372,0.005904014930788272,0.009306598604961466,0.0004079528845541026,0.005953320255904407,0.005939402703845911,0.005619032215579043,0.005944014254041858,0.001902553363522863,0.005940997218459086,0.0056220069072284926,0.005942931309593165,0.005942064103057352,0.0059351410468828384,0.0059673070595162095,0.005621365242338584,0.005624896761408588,0.009293086966624401,0.0038866476008609166,0.003085158355971362,0.0030300033463329084,0.3442613352119543,34.61271705552467,5.004081323085894,0.8898826968428054,0.0027529169441154423,0.008398523943270281,0.7247080771933769,0.9350263866121452,0.0017652623828016195,0.0019065514258521643,5.112071811144152,0.2944418364482802,1.2968291167383728,6.101052326724465,0.0004098755452372682,0.001899018451034855,0.6997647290402614,1.4999981083239535,0.24102913224912467,13.061403696428103,0.0019053017904052223,0.0018752581904011942,0.5734856330785001,15.94143105913135,0.19126637432127927,0.0018966514586745797,1.8890573410755211,21.34027348596675,0.0317311631792627,0.03314570555301128,0.6340559977314174,0.13864586194335468,15.156457419875837,6.606664826306407,7.827532174029524,0.1341886757559174,2.247351622400939,0.8909049551349647,5.6350064957654205,0.021531978833313332,0.5690240397405665,1.981771665578058,3.143944952920572,2.241387561060104,0.005939627012485922,0.005937242916916475,3.254502500595195,1.0124259734502934,1.5599328829458394,0.005945039716240937,13.97800986329399,0.005930151132325905,0.001872399154627291
3,0.0004060221242269918,0.011521348711324623,0.010983676663978547,0.011071905722725007,0.011006503243648194,0.0004085634238419819,0.012280848230127877,0.012285748168392936,0.01095332701281944,0.012291021108391887,0.004420144499148849,0.012283748713280009,0.010953115052589628,0.012288940561109385,0.012289460517845619,0.012280038029721779,0.01231703466892808,0.010954861600886183,0.010961794255283881,0.010994372075145753,0.11811724294543924,0.005675003906020854,0.0043985786764348745,0.3981671885221258,30.287556497641425,5.957596201691461,0.5947861282210776,0.00424077731662377,0.008779433833734484,0.42041187068880637,0.9677061199497089,0.004151649061818613,0.004415501629523774,6.74401245291325,0.22117023919482356,1.3965882614658405,11.857095560477049,0.0004095345185975156,0.004385930021292603,1.3817381010568224,1.3133857451196893,0.318693085161624,18.550019953888455,0.0044206050980124785,0.004405718391159859,0.6366897198896737,11.938790809842304,0.2715221767008567,0.004387637020596006,1.9810715568723896,20.92908083433884,0.029474853408240197,0.04779508411732011,0.7130657347822434,0.11812131691086063,17.86364849982796,8.11716584141034,8.429677288266328,0.07510139084752344,4.104422185738587,1.0313197925872013,6.330374862219552,0.024324756877487103,0.45959402927316123,1.6402841680494684,6.164248110210775,0.9999833627063709,0.012270478986923463,0.012286398577927201,2.8371480719534654,1.9832538258686745,1.325927280276521,0.012267021890708087,11.768727377449146,0.010858280773650118,0.00439506936655345
4,0.0004057916900877713,0.010971926437256611,0.010914015866786465,0.002262929130701853,0.010937482667578045,0.0004088702530982477,0.011019628830067763,0.011007122276590293,0.010845842530289133,0.01099707815320921,0.23056199475047554,0.011002742103726244,0.010857609746396109,0.010990381768453593,0.010997935605008705,0.010994451033433782,0.011042195668636068,0.010866723872298634,0.01086946978015815,0.010929871196477202,0.0030896308123657228,0.00801476072961416,0.016268711713937643,0.33807004780626776,25.962093076365086,0.0024259236226531374,0.29946224738659855,3.0627499715977256,0.0028164205591512895,0.33626880118743047,0.9662306322403319,0.04623528126279331,0.5028962056106894,7.826404345352603,0.14785433385962612,1.496346185330717,20.115386473683113,0.00041069975661793036,0.444462658488845,0.001711129140902628,1.1267017681018008,0.3925786651269234,24.87374315294471,0.4877639279617887,0.021001293469830214,0.6680911307448563,7.933271840012949,0.3498081342061711,0.02027677344474077,1.9686029621710486,21.32050444617787,0.027097506314331356,0.06018965350403953,0.713218693868124,0.09753122515058005,19.52815143455324,9.72411624831792,9.031825911558837,0.014870970381696632,5.5542678643495424,1.1719066505761375,6.7766037393421374,0.024760240889625078,0.33514812947218486,5.077214903779816,1.5408050806377045,0.014861264864587916,0.010967313732827185,0.010993168097125012,1.8503716545771178,2.7779252172479607,1.0310912100612102,0.010942098625415082,9.559560380961239,0.002272989046798696,0.02090761342648733
5,0.00040035384672762947,0.023706056001527993,0.004212331476139845,0.003038188349039188,0.03907670640829244,0.0004046087140513337,0.007896356792289479,0.007884338196125936,0.004228046477127107,0.007906965329447907,0.26236363190523176,0.00788651071878181,0.004244151089912717,0.007914870924050754,0.007897925119809772,0.007866127080397665,0.007948168870022292,0.004242588492962477,0.004236418581553773,0.03911930797966839,1.6356088876014039,0.010076369286532046,0.2931786268692269,0.2747263998473779,21.637709782164954,0.005039343866925594,0.005516642859111548,1.8759293352436535,0.005055083903009847,0.27801685919104513,0.9505132579876628,0.047021228218492424,0.5817430241165719,8.60696090379276,0.07472528861563521,1.5961025565969065,30.063603772472714,0.0004050604924964104,0.5578569926371132,0.00272537004907535,0.9402548139466642,0.4629677054506117,32.303631170727556,0.6082627045057174,0.007976465793648753,0.6834914437266643,3.938832376647111,0.42610277085415654,0.01398818647328975,1.8991251039834334,21.86407209219961,0.024621421203250952,0.06281925271600161,0.6269819827695782,0.138717367394644,22.236830002072942,11.412309646399553,9.633938082208992,0.005282204449742636,6.477150578631762,1.3126156671847493,6.600188277079274,0.02286464844406942,0.17973865212907103,7.860895320245869,1.810601753750716,0.002204259508170968,0.007895953633550288,0.00790851058631582,1.2781582946391368,3.439942472181877,0.5125669470289843,0.007851153597345294,7.35076270967248,0.003044005644013851,0.007997291851895714
6,0.0004067409481974299,0.01510334024977333,0.002331669617385975,0.001997338766092342,0.001658000641860117,0.0004099370333050874,0.002574077333266178,0.018628828344463395,0.0023204417669482253,0.0025854931683102966,0.22554531441275938,0.0025877494597303236,0.2709441175411418,0.0025843216825029956,0.018620079140516888,0.0025875145899705203,0.018383802093721383,0.002324765438536993,0.0023259253462859825,0.0016562262779455748,0.0002942486837740375,0.011281496008897022,0.00024453582935998573,0.19820982693997685,17.316403728419118,8.163236987144295,0.8863438201411896,0.000294624816766074,0.022126683492335365,0.19840640730891676,0.9020422458055948,0.03870605923143414,0.614349103246649,8.852963850248045,0.001967633091989179,1.69582504471877,32.76840491729026,0.0004084802392656256,0.5911065656357759,0.0014331548747926457,0.7542301334454105,0.5232214175844225,33.22986698637963,0.6122685894742063,0.001308144308477255,0.6727559457280241,0.0025660587167465445,0.49640594841802016,0.0021881317065170253,1.766274642060667,15.386726926028363,0.02182850889666692,0.052371982790149416,0.5356238758545205,0.1304462312430378,28.06547811441201,12.153228135120536,9.633867119645048,0.0023487018734713017,5.826586209730453,1.2733070858055016,6.050164992224416,0.020945529135937745,0.000518973667475882,10.2121499973841,0.0005056609799399118,0.00020331081074496097,0.01865173293336964,0.0186904594130495,0.0005055349736146926,3.9168027585440615,0.0005024117527253286,0.01863481799159451,5.142465452648267,0.00029454994161570545,0.0013008811706339504
7,0.00040623840859422384,0.008934628468972717,0.0026711858813860873,0.00415175943763201,0.0019508401684579313,0.00040924907291854965,0.028792984531309972,0.0033274069921442255,0.0026504175357975174,0.028977288569033935,0.15317943998157277,0.028966691328501513,0.0026675996712660277,0.02896882385447,0.0033300087212795432,0.0290502627274569,0.0032854701400123337,0.0026503515573434804,0.407983095403038,0.0019467290591175983,0.87975067270232,0.011680617063020246,0.23681346035380355,0.12881615668215848,12.990351896641151,2.4155719374009053,0.5907895340711806,1.037628818239502,0.014360493826599674,0.1286230944431003,0.850601725117133,0.027628220353638853,0.776945992454159,9.172929798593334,0.8468468580458123,1.5918721762123906,27.90409159020154,0.0004065950241323344,0.591890955033836,0.004865978603534563,0.5673851035143835,0.5787183945060962,27.520630791299297,0.6012326756287978,0.009555599653786391,0.6513949156157428,0.013799593922066556,0.5631402164458549,0.013921528180620386,1.5484471250109988,0.12773932571002658,0.0189899992966248,0.0007653953951275525,0.4457101792162574,0.11391186047085033,65.38218495751975,10.96625481792583,8.375340487027108,0.11322695032514339,0.0014377670388733544,1.053855546774062,5.500137614014741,0.01902439151974032,0.0012514518013554102,10.343581587722658,0.0012472264487461034,0.0005753420060104976,0.0033193784850844617,0.0033311733070764214,0.0012460971283784323,3.9012630861717983,0.001235171603670427,0.003316507018312114,2.9414653242205064,0.0007477771766577833,0.009469572843825646
8,0.0004055176980178384,0.00785735856237865,0.003657254765364866,0.009519700952984083,0.0032324941327584646,0.0004081794814728604,0.04716358537189407,0.007555643932677366,0.0036785042777356114,0.031238920305792325,0.027406195470344803,0.03131473162502047,0.003682399003986157,0.031223342539748934,0.007556630175716965,0.03130257318116119,0.007526094120485501,0.0059106790750266276,0.5313174777277149,0.003228148145231229,0.20420662570519688,0.010334676493960228,0.1914392492491605,0.06051478909818806,8.663972307451482,0.21010491429140263,0.29505883196268834,0.18966939643713054,0.006715324813529976,0.06035072636485863,0.7942564777587878,0.014629149909243175,0.3940891671718599,9.202172081387289,0.7733970928042757,1.2841443241968262,23.47867590763393,0.00040464519546898017,0.3412435123719386,0.007897858142168122,0.38038916193626476,0.6278931460688382,22.579529448683125,0.33105479419983097,0.0075698984832902,0.6230433864067944,8.890352089195678,0.6246095245860434,0.009801762370333787,1.3153834699150146,0.10565182033190725,0.016066246975266794,0.0007054348364778245,0.3565729760212731,0.09187059697335698,55.105843724715726,8.425520902410442,6.460533935581894,0.09426593926555807,0.003627840989782457,0.8347300898945964,4.950113907262638,0.017105943551535854,0.14708155848098894,5.13227801333009,5.160987181910988,0.003199410586493201,0.00755492527165838,0.007550497780233514,2.2531772975172557,3.0219329820853758,0.96581788802055,0.007577690906632623,1.1805084621233295,0.00951734367512412,0.007511397264568939
9,0.00039955768741638584,0.00998230254176195,0.05150191385461802,0.00020259628019071154,0.05156808245328055,0.00040248537283848535,0.029326868143824972,0.028743268892387642,0.060106065201610916,0.02886943080295352,0.00020434649924100842,0.028796470994755723,0.05857654939183711,0.02889964188909867,0.028813770756370757,0.028686069905405648,0.028779322587850462,0.0602761762989751,0.060351187059316025,0.05155587984172453,3.292922596049803e-5,3.713753137033828e-5,3.352480929250202e-5,3.667545629909865e-5,4.337552079081073,3.2940901707026754e-5,3.432283713019801e-5,3.2890656046526246e-5,3.9140794409045824e-5,3.6642219192951366e-5,0.7328911614943775,0.00019888201242065717,0.0002011190882867484,9.012201559775615,0.6998427689144481,0.9764047996234726,19.491277394750977,0.00039845595276709296,0.0002006773139307717,0.00020023882618885636,0.19339159174133505,0.6700341612602475,18.41549365711068,0.00020237303161103494,0.00021294545008183972,0.5900343631593484,10.282571462480155,0.6796506665137327,0.00020861212777130336,1.0756038067699298,0.08450725992265862,0.013098014781579142,0.017104699575127308,0.2677849105973538,0.06982284179016052,40.38113976821815,5.9201195261381505,4.545727503146053,0.04215245606226813,0.7717616503371107,0.6157463413343641,4.400089308883552,0.0151868664966346,3.269288031145552e-5,0.001647580843737443,19.18027902766769,0.0018185221929490113,0.0004362568619596474,0.028799556843376213,0.00011280028448206378,0.0010018872696650385,6.030817398407247e-5,5.799856059735977e-5,2.8302643927134668e-5,0.0007064973112752785,3.499415322494043e-5
10,0.00040539157347812974,0.010564458744447934,0.07655612544186635,0.0007146555725619887,0.07724202174045777,0.000406348733456194,0.032489319074277045,0.03235933189647309,0.05578719148362037,0.03238014370025699,0.0007055059862823768,0.03235646493804693,0.05514178116131009,0.032365637766132535,0.03235640541442476,0.03232662637789956,0.03275535528428246,0.05589768595600756,0.05589622424157637,0.07700326083330616,0.033441733000902196,0.00015323143085709025,0.18653808592494528,0.00014723541379143526,0.011177457018777958,0.00024482937385238434,0.00013977392717935705,0.03335602170431587,0.00020421414126546513,8.176365661087544e-5,0.6463819776221726,0.0008215429681517868,0.0007018556181390262,7.968012778271476,0.6264626336786615,0.6686790503643255,15.821472209772043,0.0004003001127127625,0.0007008351492996182,0.0007052316447164026,0.006496845357824923,0.6961754548832946,14.7059244329926,0.0007118687865075396,0.0033196743421859656,0.5408838879109582,9.596818153808393,0.7219946289092867,0.0014596682833288178,0.8008691128071259,0.0636912116824012,0.009832534578348038,0.018779652095485037,0.17921409015566406,0.047786815126420454,25.656506663621432,3.443172034900631,2.6309384507087397,0.019236267594050636,1.7193310391988053,0.3968601743859885,3.850073914763708,0.013278159006353823,8.278435919320084e-5,3.4727022457112002,8.492457332592831,0.00041211363348817227,0.0001343250416619829,0.03214236384059843,0.00016836457725079315,0.9407167866910003,9.606797251330502e-5,6.46008761753236e-5,9.591480025251665e-5,0.0007517746338754389,0.0033167280911340084
